# Created on: Sun Feb 25 17:18:42 2018
# X	Y	Z	Vx	Vy	Vz
3.85848	7.6588	9.50803	1.49536	-0.578656	-0.344938
2.41457	2.63533	3.04135	0.776406	0.0854973	-0.653204
7.71751	8.37119	2.8283	-0.183222	-0.885657	0.65946
2.22824	5.36138	0.726209	-1.5039	-2.14311	-0.185283
11.0702	6.86001	4.98115	0.479623	-1.15741	-0.259184
5.2461	10.2525	10.1978	0.874266	-1.65971	0.652089
2.28677	12.3231	6.1408	-1.57099	-0.672928	-0.977213
0.25761	9.50287	3.86804	0.948506	-0.576249	0.527403
0.153822	0.57591	6.95017	-0.199494	-0.154395	0.0582637
1.67181	8.57577	11.4258	1.13474	2.02884	-0.380226
10.4364	3.67095	7.53701	0.524608	-0.66337	0.597004
4.16244	9.37522	9.20357	1.38331	0.0495868	0.900738
0.673438	8.61945	3.22117	1.07891	-1.08359	-0.862546
6.73117	9.39336	5.88191	-0.187807	-1.15388	-0.896364
0.177458	4.6744	2.16983	-1.02731	-0.200346	1.18764
6.80204	8.38978	7.22936	-0.000334427	-0.502138	0.476278
1.9383	4.36287	0.821767	-0.0363547	0.00542841	0.615926
5.9854	2.38153	4.9492	-1.45126	1.40483	0.738471
0.303348	4.65268	3.60127	-0.588587	-0.749932	-0.836597
7.21113	12.1006	5.14319	-0.142521	0.994626	1.098
11.3962	2.92436	8.90644	0.271843	-0.46735	0.0515567
0.935441	6.42734	4.36103	-0.229785	-0.588727	0.37428
12.0773	12.434	10.9817	0.820931	-1.30479	0.972884
7.20091	5.96605	4.37269	0.0186049	-0.0884371	-0.277878
11.1882	1.62923	4.23668	-1.09426	0.206147	0.155296
2.74857	12.1278	0.687908	-1.83044	1.27312	1.10987
9.68803	11.1359	1.8738	-0.326227	-0.808279	1.54972
11.078	2.6091	5.94448	-0.564599	0.138134	-0.409958
8.53819	2.72117	12.003	-1.02949	-0.887312	0.663563
0.233484	3.35961	9.35558	0.204762	0.272236	0.695516
3.23046	7.47719	6.29832	1.75441	0.307902	0.910388
5.53556	7.50859	1.77589	0.864046	-1.0614	1.11444
6.6324	8.56523	4.30732	-0.127293	0.697513	-1.68
8.13763	10.4214	1.99869	0.989576	1.31759	0.921078
11.7663	2.49563	6.87553	0.0704727	0.613165	0.136486
12.2237	6.49062	9.52275	0.376358	0.771877	0.79956
6.70956	2.16755	10.9144	1.26569	-0.378226	2.11809
10.278	0.74129	12.4167	0.791167	-0.516858	0.626058
5.17874	0.780134	5.82287	0.42945	1.27083	0.80692
9.97559	10.5572	10.256	-0.143126	-0.23317	1.22678
5.48083	5.39422	12.526	0.842536	0.158075	0.0211335
6.32193	10.0598	11.8257	-0.425177	0.313296	1.52172
12.339	4.79221	10.7448	-0.197188	-0.0451627	-0.443664
10.7861	6.12234	1.21308	-0.495524	-0.561736	-1.50357
4.81667	11.7737	4.7164	0.496836	1.12415	-0.206151
12.3814	10.0397	3.39877	0.14021	1.72851	0.227371
4.63099	3.88351	4.95251	0.414502	0.293465	-1.09926
7.4053	9.32617	0.307065	-0.023988	0.220302	-0.480256
7.71759	11.2991	5.40777	0.0147765	-0.318032	0.00852044
0.605224	2.1365	3.96914	0.556458	-1.54513	0.394228
2.42169	6.37551	5.93472	-0.723181	0.704206	0.381654
2.04157	2.08347	7.76886	-0.153016	0.939781	1.38667
2.76025	12.072	3.16227	0.443205	-1.40806	-0.159704
1.92358	9.0344	3.53804	1.1294	-0.915199	-1.03482
10.6232	3.29261	9.54131	-0.0453233	0.823838	-1.6856
1.49772	4.93885	10.1942	0.543924	-0.642128	0.152448
10.8215	5.67223	3.40708	1.73539	0.949678	-1.06688
10.0284	2.58764	2.83525	-0.727062	1.14991	0.445397
12.2305	1.95198	3.713	1.36048	-0.344025	1.99267
1.52394	0.989487	11.8138	-0.155867	-0.806241	-0.103666
12.1929	6.92173	4.9884	-0.0188632	-0.521488	-0.343316
4.2231	6.2387	9.62701	-0.179656	0.82941	-2.21352
1.88015	1.97322	9.42106	0.547919	0.59585	0.478275
11.0145	7.14234	4.22238	1.00798	-1.2979	0.112665
3.48005	8.70175	1.86083	0.192422	0.280315	0.374383
3.52588	6.9668	0.219395	0.344545	0.201222	0.354495
11.0378	0.528508	7.31897	0.883925	-0.561949	-1.47617
7.38563	4.75734	3.34653	0.835157	0.413494	-1.36264
6.09917	0.4977	0.914325	-0.754012	-1.16293	1.3133
2.24015	6.31266	8.6795	1.22193	-0.46889	1.4163
3.95235	4.3334	5.8771	0.986737	1.47106	2.40912
5.55888	12.1141	3.04402	-0.111318	0.754752	-0.914554
12.0223	9.38245	4.26492	-1.02096	0.340744	0.0137062
2.78765	10.616	9.57287	-0.886655	1.66756	0.342803
0.0605735	8.23758	11.6895	0.601632	3.53331	0.155575
11.9924	1.16402	3.15614	0.833496	0.196074	-0.314424
1.80429	1.24619	5.58594	-0.19113	-0.117767	-0.828548
5.95961	10.8749	6.15594	-0.613478	-2.44618	-0.345774
6.10179	0.327538	6.47274	-1.37182	0.651784	1.03881
7.10983	6.32693	5.92738	0.481678	-1.73318	-0.54504
8.69544	11.1198	11.0772	-0.11834	-1.55672	-0.642634
1.48556	7.17106	7.03043	0.816232	-0.663667	-0.442286
5.74463	6.59685	4.40624	-0.581837	0.24172	-0.42762
4.3444	6.67437	2.25494	0.136996	-0.159852	1.5765
3.63086	3.59393	4.00706	-1.44127	-1.35144	0.179502
0.673035	9.9568	8.13708	-0.794611	0.397556	-0.884713
4.31142	7.38957	6.57744	-1.24514	1.05364	0.772794
9.08411	8.2411	2.93286	-0.540049	0.420421	-1.75457
2.97768	0.203994	3.26978	0.263388	-0.0641209	-0.156119
8.37506	1.68172	4.19677	1.21844	2.957	1.15182
8.62766	6.23459	1.04572	-0.281775	1.02951	-0.180557
10.8866	8.08494	6.56346	0.146968	1.68738	-2.54208
0.213182	6.63854	1.29756	-1.46311	0.958119	-0.658215
9.35542	5.60635	11.5187	-0.159429	0.794517	1.07642
3.21765	5.93348	2.09666	0.2437	0.292592	0.449453
11.2792	6.70292	9.08426	0.348606	0.558245	1.95745
7.21034	8.3507	2.14167	0.674999	0.187619	-0.621255
11.5958	3.69211	3.84854	-0.818755	0.0641983	-0.0197773
0.660604	1.50425	6.2114	-0.336271	-0.92439	-1.80334
8.99163	1.97095	5.04484	-1.97257	1.24779	-0.390569
12.086	2.76714	5.9206	-1.72786	-1.32302	0.327716
9.09366	2.8383	9.45557	0.0516115	-1.06234	1.45856
9.13478	9.49402	7.9429	-1.02679	0.142693	0.0252639
11.7396	11.8866	12.4374	0.357493	-0.961839	-1.07452
3.61484	5.58092	12.3656	-0.0249474	-0.37483	1.4548
10.4915	3.41003	4.00139	-3.102	-0.515581	1.5294
9.75392	6.45297	2.48824	1.46182	-0.75235	-1.2964
7.78521	7.10711	9.46262	-4.06083	-1.6373	-0.402972
7.80771	1.98659	6.11418	0.767371	-1.17784	-0.0494297
8.34034	8.81882	1.98001	-0.642486	0.708303	0.405801
3.47604	5.09182	2.55173	0.0702083	0.643018	-0.594099
10.686	3.89331	10.7507	-0.909715	-0.378103	-0.668307
3.08775	5.72499	8.93019	-1.29651	-0.215332	-0.150286
12.3115	3.97959	5.217	-0.39717	2.22565	0.637567
4.16198	0.536868	7.45151	-0.29722	0.279146	-0.466326
1.80486	3.35944	4.10251	-0.87465	-1.78909	0.424438
6.91686	6.09822	8.57122	0.650501	0.237315	-0.271966
3.0177	1.21904	3.98455	-1.50765	-1.11851	-0.126094
3.6462	6.90838	2.97046	-1.35195	-1.36057	-1.99466
6.4422	11.1938	4.90553	-1.6505	0.22118	-0.331669
12.4205	1.29853	4.13539	0.238415	1.04817	-0.366022
9.79544	10.9561	9.15214	1.17816	-0.681989	-0.00229342
2.70201	1.06133	9.18302	-0.842155	0.561457	0.121864
7.37051	7.95573	6.9755	0.500553	-0.121226	2.37606
8.08629	10.4443	6.29336	0.194021	1.14325	-1.1373
4.66085	7.88098	8.62221	-1.41363	-0.58104	1.16592
4.54018	9.612	11.8495	0.993553	-0.642527	0.49117
9.2684	6.95633	7.64048	-0.878353	1.55489	-2.20015
8.08001	7.52612	1.19795	1.76058	-0.251808	1.48464
4.31542	8.40273	4.68271	1.29612	0.522625	1.48701
9.68882	12.1644	6.5884	-1.77075	-1.05561	-0.905977
4.08107	2.94706	3.39831	-0.446956	0.787817	1.39838
7.08895	11.6875	9.97648	-1.08594	0.219306	0.270804
5.96502	3.90984	9.71311	0.916156	0.726403	-0.49495
1.64803	6.64205	2.82813	-0.00616327	-0.241392	0.278637
4.44698	6.64728	7.11713	-0.0273467	0.997959	-1.94443
1.21471	8.23089	9.18466	-0.186814	-1.89101	0.292823
10.6382	7.79351	7.46314	-0.199659	-1.06293	1.92973
2.0453	5.07042	1.78783	-0.192567	0.670901	-1.03326
9.60255	5.55111	4.66556	-2.30459	-1.39652	-0.0943103
8.66912	6.14061	7.80465	-1.29396	-0.637456	0.35156
0.979609	5.59425	5.36882	0.830925	-1.48091	-0.656494
2.56415	11.7212	8.55358	0.659815	-1.08553	1.3875
4.89312	9.63045	9.69027	-2.14751	-0.17791	0.767205
6.55127	7.58845	1.14107	1.11139	-0.322493	1.75598
0.625087	1.55054	8.48496	-1.06436	-0.753724	-0.159673
8.72294	0.312324	1.87891	0.798597	1.73147	-0.639575
10.759	11.5083	8.53531	0.00626225	0.728026	1.93831
11.1034	3.2747	5.27618	1.9946	0.355925	-2.65276
3.43331	3.5221	9.54727	1.59272	0.277046	-1.97543
3.25199	1.30243	4.98549	2.5321	-2.89929	1.59615
6.72086	0.112153	10.7177	0.329856	-0.592763	0.194644
8.83494	9.6817	3.75186	0.431771	-2.96714	0.196708
5.01285	0.830598	9.35995	-0.946179	0.607441	0.74694
0.66885	11.7126	8.58822	0.00937904	0.405549	-0.984967
0.825833	10.8601	12.0496	0.0322187	0.05195	1.42072
4.88856	8.93066	1.27333	0.736127	-0.0674516	0.527327
6.35613	1.61099	4.61846	0.143481	0.12324	-1.10533
10.0031	9.54643	2.53267	-2.58358	1.0733	0.122767
2.58781	4.11338	8.04895	-0.782476	0.747945	-0.312736
8.15916	9.54057	8.9327	-1.09061	0.639911	0.361575
1.46202	8.03532	6.20204	0.277171	1.46327	0.772884
2.49593	2.40417	12.1787	0.487347	-0.316833	0.716748
6.34175	7.25519	8.61016	-0.179192	-1.73615	-1.52259
8.20732	5.63119	11.5756	1.33732	-0.782286	0.102183
5.09734	2.50505	8.13439	-0.154792	1.00862	1.32447
12.3433	7.40864	2.27455	-0.191419	-1.00977	-0.555688
5.69261	5.51738	10.7864	-0.26087	-0.151267	0.937715
4.39911	1.71276	6.79756	-0.171407	-1.12722	0.914712
9.90049	2.98041	1.66265	-0.535942	0.326322	0.719419
11.7118	6.14689	3.68139	-0.0170448	0.151933	0.620508
6.39474	3.3084	5.97744	1.29766	-2.26259	-0.529727
12.4483	10.7067	11.7991	0.134971	-0.12944	-0.977387
9.83693	3.36862	6.48842	0.152613	-1.5033	0.563451
0.708967	5.65693	0.965887	-1.00872	-0.848421	1.14368
1.87212	6.8316	7.44813	-0.519318	-0.493338	-1.21606
9.67295	5.83256	9.3907	1.38906	0.13347	0.138344
9.54488	3.27705	0.0395365	-1.83356	0.0950252	-2.47835
2.70054	10.7013	8.1015	0.9518	-0.708169	-2.21307
1.35304	9.54214	9.89372	-0.345513	-0.292644	-2.07619
4.74516	4.60871	2.84671	1.322	-0.74739	-0.808847
4.86648	5.52329	7.96122	-0.235756	2.53402	-0.372518
4.12789	0.262167	6.45252	0.429252	2.02509	-0.822377
2.41155	9.57052	1.18954	0.142313	-0.453923	1.02278
10.7856	3.7331	3.1829	0.827021	2.06476	0.626412
6.97711	3.3667	7.37945	-1.6062	0.432012	1.4264
4.1916	1.63884	5.52014	-0.000550689	0.624733	-0.211703
2.08865	10.5646	10.6861	0.627519	1.10186	0.918358
11.8317	8.52315	7.26838	-0.0535857	1.07149	0.632994
5.0346	8.82247	8.87955	-1.66234	1.08615	-0.20295
3.14068	4.65975	7.39773	0.23167	0.454141	0.843067
9.94251	11.0504	3.43797	0.229566	0.361792	0.289934
5.75108	1.8315	7.0415	-0.889847	-0.635647	0.17612
