# Created on: Tue Feb 27 01:40:47 2018
# X	Y	Z	Vx	Vy	Vz
1.03054	1.56465	1.52833	0.512784	1.38609	1.42413
10.4435	0.600151	1.61218	-1.27145	0.189756	0.0248269
0.943437	0.629775	1.95267	0.568692	0.14601	-1.08568
0.761718	10.6243	3.39691	-0.176727	-1.07872	-0.594235
0.682802	0.191396	4.70248	0.0152169	-0.641973	-0.136661
0.459181	0.190016	5.55618	-0.224595	-0.636056	-0.421564
10.4874	1.51106	6.49568	-1.30997	1.4291	-0.757756
1.71313	10.7163	7.13735	1.65838	-0.928884	-1.3434
0.44684	0.734211	9.18972	-0.0538554	0.180069	0.0803653
10.5989	0.81412	0.487954	-1.20217	0.434248	1.62884
0.682098	1.13594	0.0704666	0.130189	-0.58343	-0.647869
0.0504346	1.73074	2.13146	-0.736004	0.0380642	0.770286
1.55255	1.46885	3.19838	1.53357	-0.233457	0.728094
0.458277	1.40763	4.16917	-0.164038	-0.285878	0.675013
0.852077	0.950679	5.58135	0.542914	-1.07674	1.05064
0.734856	1.734	5.32692	0.33312	0.373782	-0.898325
0.534516	1.6883	6.31365	-0.0504988	0.143551	-1.11279
0.402113	0.730094	7.17429	-0.116166	-1.40286	-1.21405
0.0805883	1.11887	8.70588	-0.629166	-0.850925	-0.956053
0.0328395	2.35332	9.28029	-0.57618	1.27843	-1.26088
10.4533	3.35126	10.0003	-1.39816	0.927991	-1.85368
0.703235	2.41365	1.5181	0.239623	-0.276735	-0.256227
1.21723	3.35967	2.52281	1.05832	0.861244	-0.471118
1.0061	3.07238	3.60074	0.577279	0.491551	-0.0930204
0.333122	2.31733	4.57722	-0.101473	-0.512512	-0.457558
0.202179	2.49885	5.92188	-0.258932	-0.329623	-0.0727169
10.55	2.59178	7.01864	-0.706602	-0.134052	0.0920359
0.336027	1.62918	8.77763	-0.253948	-1.46097	0.821069
0.765807	2.8582	8.48526	0.2116	0.277146	-0.895933
0.480043	2.94631	9.77233	0.00582616	0.375983	-0.693203
0.508133	3.71528	0.0594636	-0.0681331	-0.295356	-0.614682
0.799139	3.86883	1.01954	0.25941	0.0330589	-0.943413
0.693855	3.46914	2.82684	-0.108285	-0.255077	0.371081
0.776747	3.45883	4.84337	0.354882	-0.668732	1.48613
0.360299	3.99082	5.15094	-0.405111	0.336522	0.779442
10.6777	3.48759	6.04018	-0.693756	-0.177369	0.130191
0.468342	4.01669	7.29989	-0.0637337	0.301622	0.364796
0.685696	4.08085	8.36591	0.243037	0.150595	0.403119
0.762135	3.57999	9.30958	0.396335	-0.423038	0.270634
0.126586	4.48766	10.4865	-0.690054	0.803149	0.296178
0.462811	4.75901	0.169139	-0.082533	-0.0540028	-0.396601
0.627023	5.63046	0.944673	0.207808	1.23995	-0.867904
0.482234	3.87589	1.94121	-0.34417	-1.33027	-1.08552
