# Created on: Tue Feb 27 01:40:47 2018
# T	K	U	Etot	Pc	Pk	Ptot
0.696759	1.04514	0.213898	1.25904	0.13767	0.34838	0.48605
0.999986	1.49998	0.21394	1.71392	0.137703	0.499993	0.637696
0.999969	1.49995	0.213973	1.71393	0.137709	0.499985	0.637694
0.999953	1.49993	0.214032	1.71396	0.137719	0.499977	0.637696
0.999937	1.49991	0.214114	1.71402	0.137733	0.499968	0.637702
0.99992	1.49988	0.214221	1.7141	0.137752	0.49996	0.637712
0.999904	1.49986	0.214353	1.71421	0.137774	0.499952	0.637726
0.999888	1.49983	0.21451	1.71434	0.137802	0.499944	0.637746
0.999872	1.49981	0.214693	1.7145	0.137835	0.499936	0.637771
0.999856	1.49978	0.2149	1.71468	0.137872	0.499928	0.6378
0.99984	1.49976	0.215132	1.71489	0.137914	0.49992	0.637834
0.999824	1.49974	0.215389	1.71513	0.137961	0.499912	0.637873
0.999808	1.49971	0.215671	1.71538	0.138011	0.499904	0.637916
0.999793	1.49969	0.215975	1.71566	0.138066	0.499896	0.637962
0.999777	1.49967	0.216304	1.71597	0.138125	0.499889	0.638013
0.999762	1.49964	0.216656	1.7163	0.138186	0.499881	0.638067
