# Created on: Sun Feb 25 10:33:29 2018
# T	K	U	Etot	Pc	Pk	Ptot
0.995064	1.4926	0.890259	2.38285	0.604615	0.497532	1.10215
0.995219	1.49283	0.897541	2.39037	0.607607	0.49761	1.10522
0.995384	1.49308	0.904582	2.39766	0.610513	0.497692	1.1082
0.995558	1.49334	0.91137	2.40471	0.613329	0.497779	1.11111
0.99574	1.49361	0.917891	2.4115	0.616054	0.49787	1.11392
0.99593	1.49389	0.924135	2.41803	0.618687	0.497965	1.11665
0.996126	1.49419	0.930088	2.42428	0.621225	0.498063	1.11929
0.996328	1.49449	0.935744	2.43024	0.623669	0.498164	1.12183
0.996535	1.4948	0.941093	2.4359	0.626017	0.498268	1.12429
0.996746	1.49512	0.946128	2.44125	0.62827	0.498373	1.12664
0.99696	1.49544	0.950845	2.44628	0.630426	0.49848	1.12891
0.997175	1.49576	0.955242	2.451	0.632488	0.498587	1.13108
0.99739	1.49609	0.959315	2.4554	0.634453	0.498695	1.13315
0.997604	1.49641	0.963067	2.45947	0.636325	0.498802	1.13513
0.997817	1.49672	0.966499	2.46322	0.638103	0.498908	1.13701
0.998025	1.49704	0.969616	2.46665	0.639787	0.499013	1.1388
0.998229	1.49734	0.972424	2.46977	0.641381	0.499114	1.14049
0.998426	1.49764	0.974931	2.47257	0.642884	0.499213	1.1421
0.998617	1.49793	0.977147	2.47507	0.644298	0.499308	1.14361
0.998799	1.4982	0.979084	2.47728	0.645625	0.4994	1.14502
0.998972	1.49846	0.980754	2.47921	0.646867	0.499486	1.14635
0.999135	1.4987	0.982171	2.48087	0.648025	0.499568	1.14759
0.999288	1.49893	0.983352	2.48228	0.649101	0.499644	1.14875
0.999429	1.49914	0.984313	2.48346	0.650098	0.499715	1.14981
0.999559	1.49934	0.98507	2.48441	0.651017	0.49978	1.1508
0.999677	1.49952	0.985642	2.48516	0.65186	0.499839	1.1517
0.999783	1.49968	0.986044	2.48572	0.652629	0.499892	1.15252
0.999878	1.49982	0.986296	2.48611	0.653326	0.499939	1.15327
0.999961	1.49994	0.986414	2.48636	0.653954	0.499981	1.15393
1.00003	1.50005	0.986416	2.48647	0.654516	0.500017	1.15453
1.00009	1.50014	0.986319	2.48646	0.655013	0.500047	1.15506
1.00015	1.50022	0.986136	2.48636	0.655449	0.500073	1.15552
1.00019	1.50028	0.985883	2.48617	0.655825	0.500094	1.15592
1.00022	1.50033	0.985573	2.48591	0.656143	0.500111	1.15625
1.00025	1.50037	0.985218	2.48559	0.656408	0.500125	1.15653
1.00027	1.5004	0.984828	2.48523	0.65662	0.500134	1.15675
1.00028	1.50042	0.984413	2.48484	0.656784	0.500141	1.15693
1.00029	1.50044	0.983982	2.48442	0.656901	0.500146	1.15705
1.0003	1.50044	0.98354	2.48398	0.656975	0.500148	1.15712
1.0003	1.50045	0.983094	2.48354	0.657007	0.500149	1.15716
1.0003	1.50045	0.982647	2.48309	0.657003	0.500149	1.15715
1.00029	1.50044	0.982202	2.48264	0.656962	0.500147	1.15711
1.00029	1.50044	0.981762	2.4822	0.656889	0.500146	1.15703
1.00029	1.50043	0.981327	2.48176	0.656787	0.500144	1.15693
1.00028	1.50043	0.980898	2.48132	0.656658	0.500142	1.1568
1.00028	1.50042	0.980474	2.4809	0.656504	0.500141	1.15664
1.00028	1.50042	0.980053	2.48047	0.656327	0.50014	1.15647
1.00028	1.50042	0.979635	2.48005	0.656131	0.500139	1.15627
1.00028	1.50042	0.979218	2.47963	0.655916	0.500139	1.15605
1.00028	1.50042	0.9788	2.47922	0.655684	0.50014	1.15582
1.00028	1.50042	0.97838	2.4788	0.655438	0.500141	1.15558
1.00028	1.50043	0.977956	2.47838	0.655177	0.500142	1.15532
1.00029	1.50043	0.977526	2.47796	0.654904	0.500144	1.15505
1.00029	1.50044	0.97709	2.47753	0.654617	0.500147	1.15476
1.0003	1.50045	0.976647	2.47709	0.65432	0.500149	1.15447
1.0003	1.50046	0.976195	2.47665	0.654009	0.500152	1.15416
1.00031	1.50046	0.975736	2.4762	0.653688	0.500154	1.15384
1.00031	1.50047	0.975269	2.47574	0.653354	0.500157	1.15351
1.00032	1.50048	0.974796	2.47527	0.653011	0.500159	1.15317
1.00032	1.50048	0.974315	2.4748	0.652655	0.500161	1.15282
1.00033	1.50049	0.973828	2.47432	0.652288	0.500163	1.15245
1.00033	1.50049	0.973336	2.47383	0.65191	0.500165	1.15208
1.00033	1.5005	0.97284	2.47334	0.651522	0.500166	1.15169
1.00034	1.5005	0.972339	2.47284	0.651125	0.500168	1.15129
1.00034	1.50051	0.971834	2.47234	0.650718	0.500169	1.15089
1.00034	1.50051	0.971325	2.47184	0.650302	0.500171	1.15047
1.00035	1.50052	0.970809	2.47133	0.649878	0.500173	1.15005
1.00035	1.50053	0.970287	2.47081	0.649446	0.500175	1.14962
1.00036	1.50053	0.969757	2.47029	0.64901	0.500178	1.14919
1.00036	1.50055	0.969217	2.46976	0.648568	0.500182	1.14875
1.00037	1.50056	0.968665	2.46922	0.648124	0.500186	1.14831
1.00038	1.50058	0.968098	2.46867	0.647678	0.500192	1.14787
1.0004	1.50059	0.967515	2.46811	0.647232	0.500198	1.14743
1.00041	1.50062	0.966909	2.46753	0.646785	0.500205	1.14699
1.00043	1.50064	0.966281	2.46692	0.646341	0.500213	1.14655
1.00045	1.50067	0.965627	2.4663	0.645902	0.500223	1.14612
1.00047	1.5007	0.964944	2.46564	0.645466	0.500233	1.1457
1.00049	1.50073	0.96423	2.46496	0.645037	0.500244	1.14528
1.00051	1.50077	0.963482	2.46425	0.644615	0.500255	1.14487
1.00053	1.5008	0.9627	2.4635	0.6442	0.500267	1.14447
1.00056	1.50084	0.961879	2.46272	0.643792	0.50028	1.14407
1.00059	1.50088	0.961019	2.4619	0.64339	0.500293	1.14368
1.00061	1.50092	0.960121	2.46104	0.642996	0.500306	1.1433
1.00064	1.50096	0.959185	2.46014	0.642609	0.500319	1.14293
1.00066	1.50099	0.958209	2.4592	0.642227	0.500331	1.14256
1.00069	1.50103	0.957196	2.45823	0.641851	0.500344	1.14219
1.00071	1.50107	0.956146	2.45721	0.641478	0.500355	1.14183
1.00073	1.5011	0.955062	2.45616	0.641109	0.500366	1.14148
1.00075	1.50113	0.953946	2.45508	0.640742	0.500377	1.14112
1.00077	1.50116	0.952802	2.45396	0.640377	0.500386	1.14076
1.00079	1.50118	0.951631	2.45281	0.640011	0.500394	1.14041
1.0008	1.5012	0.950437	2.45164	0.639644	0.500401	1.14005
1.00081	1.50122	0.949223	2.45044	0.639276	0.500407	1.13968
1.00082	1.50123	0.947995	2.44923	0.638906	0.500412	1.13932
1.00083	1.50124	0.946755	2.448	0.638534	0.500415	1.13895
1.00083	1.50125	0.945507	2.44676	0.63816	0.500417	1.13858
1.00083	1.50125	0.944256	2.44551	0.637783	0.500417	1.1382
1.00083	1.50125	0.943006	2.44425	0.637404	0.500416	1.13782
1.00083	1.50124	0.941761	2.443	0.637025	0.500413	1.13744
1.00082	1.50123	0.940525	2.44175	0.636645	0.50041	1.13705
1.00081	1.50121	0.939303	2.44052	0.636266	0.500405	1.13667
1.0008	1.50119	0.938099	2.43929	0.635887	0.500398	1.13628
1.00078	1.50117	0.936915	2.43809	0.635509	0.50039	1.1359
1.00076	1.50114	0.935757	2.4369	0.635134	0.500381	1.13552
1.00074	1.50111	0.934628	2.43574	0.63476	0.500371	1.13513
1.00072	1.50108	0.933532	2.43461	0.634389	0.500359	1.13475
1.00069	1.50104	0.932471	2.43351	0.634019	0.500347	1.13437
1.00067	1.501	0.931451	2.43245	0.633652	0.500333	1.13398
1.00064	1.50095	0.930474	2.43143	0.633285	0.500318	1.1336
1.0006	1.50091	0.929543	2.43045	0.632918	0.500302	1.13322
1.00057	1.50086	0.92866	2.42952	0.632549	0.500286	1.13284
1.00054	1.50081	0.927827	2.42863	0.632178	0.500269	1.13245
1.0005	1.50076	0.927045	2.4278	0.631804	0.500252	1.13206
1.00047	1.5007	0.926315	2.42702	0.631424	0.500235	1.13166
1.00044	1.50065	0.925635	2.42629	0.631036	0.500218	1.13125
1.0004	1.50061	0.925004	2.42561	0.630643	0.500202	1.13085
1.00037	1.50056	0.92442	2.42498	0.630242	0.500187	1.13043
1.00035	1.50052	0.923878	2.4244	0.629833	0.500174	1.13001
1.00032	1.50049	0.923375	2.42386	0.629418	0.500162	1.12958
1.0003	1.50046	0.922904	2.42336	0.628999	0.500152	1.12915
1.00029	1.50043	0.922461	2.42289	0.628578	0.500144	1.12872
1.00028	1.50042	0.922038	2.42245	0.628156	0.500138	1.12829
1.00027	1.5004	0.921627	2.42203	0.627736	0.500135	1.12787
1.00027	1.5004	0.921226	2.42163	0.627324	0.500133	1.12746
1.00027	1.5004	0.920825	2.42123	0.626921	0.500134	1.12705
1.00027	1.50041	0.920421	2.42083	0.626532	0.500136	1.12667
1.00028	1.50042	0.920007	2.42043	0.62616	0.50014	1.1263
1.00029	1.50044	0.919578	2.42002	0.625807	0.500146	1.12595
1.00031	1.50046	0.91913	2.41959	0.625477	0.500153	1.12563
1.00032	1.50048	0.918661	2.41914	0.625173	0.500161	1.12533
1.00034	1.50051	0.918166	2.41867	0.624896	0.500169	1.12507
1.00036	1.50054	0.917643	2.41818	0.624648	0.500179	1.12483
1.00038	1.50057	0.917092	2.41766	0.62443	0.500188	1.12462
1.0004	1.50059	0.916511	2.41711	0.624243	0.500198	1.12444
1.00041	1.50062	0.915904	2.41653	0.624089	0.500207	1.1243
1.00043	1.50065	0.915269	2.41592	0.623966	0.500216	1.12418
1.00045	1.50067	0.914611	2.41528	0.623875	0.500223	1.1241
1.00046	1.50069	0.913933	2.41462	0.623816	0.500229	1.12404
1.00047	1.5007	0.913241	2.41394	0.623786	0.500233	1.12402
1.00047	1.5007	0.91254	2.41324	0.623783	0.500234	1.12402
1.00047	1.5007	0.911837	2.41254	0.623805	0.500233	1.12404
1.00046	1.50069	0.911142	2.41183	0.623849	0.500229	1.12408
1.00044	1.50067	0.910464	2.41113	0.623912	0.500222	1.12413
1.00042	1.50063	0.909813	2.41045	0.623992	0.500211	1.1242
1.00039	1.50059	0.9092	2.40979	0.624084	0.500197	1.12428
1.00036	1.50054	0.908636	2.40917	0.624186	0.500179	1.12436
1.00032	1.50047	0.90813	2.4086	0.624294	0.500158	1.12445
1.00027	1.5004	0.907693	2.40809	0.624406	0.500133	1.12454
1.00021	1.50032	0.907333	2.40765	0.62452	0.500106	1.12463
1.00015	1.50023	0.90706	2.40729	0.624636	0.500076	1.12471
1.00009	1.50013	0.906878	2.40701	0.624752	0.500044	1.1248
1.00002	1.50003	0.906795	2.40683	0.62487	0.500011	1.12488
0.999953	1.49993	0.906814	2.40674	0.624991	0.499977	1.12497
0.999884	1.49983	0.906935	2.40676	0.625116	0.499942	1.12506
0.999815	1.49972	0.907161	2.40688	0.625246	0.499908	1.12515
0.999747	1.49962	0.907488	2.40711	0.625384	0.499874	1.12526
0.999682	1.49952	0.907917	2.40744	0.625531	0.499841	1.12537
0.999618	1.49943	0.908442	2.40787	0.625688	0.499809	1.1255
0.999558	1.49934	0.90906	2.4084	0.625857	0.499779	1.12564
0.999502	1.49925	0.909764	2.40902	0.626039	0.499751	1.12579
0.999449	1.49917	0.910551	2.40973	0.626236	0.499725	1.12596
0.999401	1.4991	0.911414	2.41052	0.626448	0.499701	1.12615
0.999357	1.49904	0.912346	2.41138	0.626674	0.499679	1.12635
0.999317	1.49898	0.913341	2.41232	0.626914	0.499659	1.12657
0.999282	1.49892	0.914392	2.41331	0.627166	0.499641	1.12681
0.999251	1.49888	0.915492	2.41437	0.627431	0.499625	1.12706
0.999224	1.49884	0.916636	2.41547	0.627708	0.499612	1.12732
0.999202	1.4988	0.917818	2.41662	0.627995	0.499601	1.1276
0.999183	1.49877	0.91903	2.41781	0.62829	0.499592	1.12788
0.999169	1.49875	0.920266	2.41902	0.628592	0.499585	1.12818
0.999159	1.49874	0.921521	2.42026	0.628898	0.499579	1.12848
0.999152	1.49873	0.922788	2.42152	0.629208	0.499576	1.12878
0.99915	1.49872	0.924061	2.42279	0.629519	0.499575	1.12909
0.999151	1.49873	0.925336	2.42406	0.629831	0.499576	1.12941
0.999156	1.49873	0.926606	2.42534	0.630144	0.499578	1.12972
0.999165	1.49875	0.927865	2.42661	0.630453	0.499583	1.13004
0.999178	1.49877	0.929108	2.42787	0.630759	0.499589	1.13035
0.999194	1.49879	0.93033	2.42912	0.631062	0.499597	1.13066
0.999213	1.49882	0.931525	2.43035	0.63136	0.499607	1.13097
0.999236	1.49885	0.93269	2.43154	0.631654	0.499618	1.13127
0.999262	1.49889	0.933817	2.43271	0.631942	0.499631	1.13157
0.99929	1.49894	0.934904	2.43384	0.632223	0.499645	1.13187
0.999321	1.49898	0.935946	2.43493	0.632499	0.499661	1.13216
0.999355	1.49903	0.936938	2.43597	0.632769	0.499678	1.13245
0.999391	1.49909	0.937879	2.43696	0.633032	0.499695	1.13273
0.999428	1.49914	0.938763	2.43791	0.633288	0.499714	1.133
0.999467	1.4992	0.939592	2.43879	0.633538	0.499734	1.13327
0.999508	1.49926	0.940361	2.43962	0.63378	0.499754	1.13353
0.999549	1.49932	0.941068	2.44039	0.634014	0.499774	1.13379
0.99959	1.49938	0.941715	2.4411	0.634241	0.499795	1.13404
0.999631	1.49945	0.942298	2.44175	0.634458	0.499816	1.13427
0.999673	1.49951	0.94282	2.44233	0.634667	0.499836	1.1345
0.999714	1.49957	0.94328	2.44285	0.634867	0.499857	1.13472
0.999754	1.49963	0.943681	2.44331	0.635057	0.499877	1.13493
0.999793	1.49969	0.944021	2.44371	0.635236	0.499896	1.13513
0.999831	1.49975	0.944303	2.44405	0.635404	0.499915	1.13532
0.999867	1.4998	0.94453	2.44433	0.63556	0.499934	1.13549
0.999902	1.49985	0.944703	2.44456	0.635705	0.499951	1.13566
0.999936	1.4999	0.944824	2.44473	0.635836	0.499968	1.1358
0.999967	1.49995	0.944897	2.44485	0.635955	0.499984	1.13594
0.999997	1.49999	0.944923	2.44492	0.63606	0.499998	1.13606
1.00002	1.50004	0.944908	2.44494	0.636152	0.500012	1.13616
1.00005	1.50007	0.944852	2.44493	0.636231	0.500025	1.13626
1.00007	1.50011	0.94476	2.44487	0.636296	0.500037	1.13633
1.00009	1.50014	0.944633	2.44478	0.636348	0.500047	1.13639
1.00011	1.50017	0.944477	2.44465	0.636386	0.500057	1.13644
1.00013	1.5002	0.944292	2.44449	0.636412	0.500066	1.13648
1.00015	1.50022	0.944082	2.4443	0.636425	0.500074	1.1365
1.00016	1.50024	0.94385	2.44409	0.636428	0.500081	1.13651
1.00017	1.50026	0.943598	2.44386	0.636419	0.500087	1.13651
1.00019	1.50028	0.94333	2.44361	0.6364	0.500093	1.13649
1.00019	1.50029	0.943045	2.44334	0.63637	0.500097	1.13647
1.0002	1.50031	0.942746	2.44305	0.636331	0.500102	1.13643
1.00021	1.50032	0.942434	2.44275	0.636284	0.500106	1.13639
1.00022	1.50033	0.942111	2.44244	0.636229	0.500109	1.13634
1.00023	1.50034	0.941777	2.44212	0.636167	0.500113	1.13628
1.00023	1.50035	0.941435	2.44178	0.636098	0.500116	1.13621
1.00024	1.50036	0.941082	2.44144	0.636024	0.500119	1.13614
1.00024	1.50037	0.94072	2.44109	0.635945	0.500122	1.13607
1.00025	1.50038	0.940348	2.44072	0.635861	0.500125	1.13599
1.00026	1.50039	0.939968	2.44035	0.635774	0.500128	1.1359
1.00026	1.5004	0.939578	2.43997	0.635685	0.500132	1.13582
1.00027	1.50041	0.939176	2.43958	0.635593	0.500136	1.13573
1.00028	1.50042	0.938764	2.43918	0.6355	0.50014	1.13564
1.00029	1.50043	0.938339	2.43877	0.635407	0.500144	1.13555
1.0003	1.50044	0.937901	2.43834	0.635313	0.500148	1.13546
1.0003	1.50046	0.937451	2.43791	0.635221	0.500152	1.13537
1.00031	1.50047	0.936988	2.43746	0.635131	0.500157	1.13529
1.00032	1.50048	0.93651	2.43699	0.635042	0.500161	1.1352
1.00033	1.5005	0.936021	2.43652	0.634957	0.500165	1.13512
1.00034	1.50051	0.935521	2.43603	0.634875	0.500169	1.13504
1.00034	1.50052	0.93501	2.43553	0.634797	0.500172	1.13497
1.00035	1.50052	0.934491	2.43501	0.634722	0.500174	1.1349
1.00035	1.50053	0.933967	2.43449	0.634651	0.500175	1.13483
1.00035	1.50053	0.933441	2.43397	0.634584	0.500175	1.13476
1.00035	1.50052	0.932917	2.43344	0.634521	0.500174	1.13469
1.00034	1.50051	0.932398	2.43291	0.63446	0.500171	1.13463
1.00033	1.5005	0.931891	2.43239	0.634404	0.500167	1.13457
1.00032	1.50048	0.931399	2.43188	0.634351	0.500161	1.13451
1.00031	1.50046	0.930928	2.43139	0.634301	0.500153	1.13445
1.00029	1.50043	0.930484	2.43091	0.634253	0.500143	1.1344
1.00026	1.50039	0.930072	2.43047	0.634208	0.500131	1.13434
1.00024	1.50035	0.929696	2.43005	0.634166	0.500118	1.13428
1.00021	1.50031	0.929362	2.42967	0.634126	0.500103	1.13423
1.00017	1.50026	0.929077	2.42934	0.634091	0.500087	1.13418
1.00014	1.50021	0.928842	2.42905	0.63406	0.500069	1.13413
1.0001	1.50015	0.928663	2.42881	0.634034	0.50005	1.13408
1.00006	1.50009	0.928541	2.42863	0.634014	0.500031	1.13404
1.00002	1.50003	0.92848	2.42851	0.634	0.50001	1.13401
0.999978	1.49997	0.928482	2.42845	0.633995	0.499989	1.13398
0.999935	1.4999	0.928547	2.42845	0.633998	0.499968	1.13397
0.999892	1.49984	0.928676	2.42851	0.634012	0.499946	1.13396
0.99985	1.49978	0.92887	2.42864	0.634038	0.499925	1.13396
0.999808	1.49971	0.929126	2.42884	0.634077	0.499904	1.13398
0.999768	1.49965	0.929443	2.4291	0.634129	0.499884	1.13401
0.999729	1.49959	0.929821	2.42941	0.634195	0.499865	1.13406
0.999692	1.49954	0.930255	2.42979	0.634277	0.499846	1.13412
0.999658	1.49949	0.930742	2.43023	0.634374	0.499829	1.1342
0.999625	1.49944	0.93128	2.43072	0.634488	0.499813	1.1343
0.999595	1.49939	0.931865	2.43126	0.634618	0.499798	1.13442
0.999568	1.49935	0.932493	2.43185	0.634764	0.499784	1.13455
0.999544	1.49932	0.93316	2.43248	0.634926	0.499772	1.1347
0.999522	1.49928	0.933862	2.43315	0.635105	0.499761	1.13487
0.999502	1.49925	0.934595	2.43385	0.635297	0.499751	1.13505
0.999485	1.49923	0.935355	2.43458	0.635504	0.499743	1.13525
0.999471	1.49921	0.936138	2.43534	0.635724	0.499735	1.13546
0.999458	1.49919	0.936942	2.43613	0.635956	0.499729	1.13568
0.999447	1.49917	0.937764	2.43693	0.6362	0.499723	1.13592
0.999437	1.49916	0.938602	2.43776	0.636453	0.499719	1.13617
0.999429	1.49914	0.939452	2.43859	0.636715	0.499714	1.13643
0.999421	1.49913	0.940314	2.43945	0.636985	0.499711	1.1367
0.999414	1.49912	0.941188	2.44031	0.637263	0.499707	1.13697
0.999408	1.49911	0.942073	2.44118	0.637547	0.499704	1.13725
0.999401	1.4991	0.942966	2.44207	0.637834	0.499701	1.13753
0.999395	1.49909	0.943868	2.44296	0.638124	0.499697	1.13782
0.999388	1.49908	0.944782	2.44386	0.638418	0.499694	1.13811
0.999381	1.49907	0.945705	2.44478	0.638714	0.499691	1.1384
0.999374	1.49906	0.946638	2.4457	0.639011	0.499687	1.1387
0.999367	1.49905	0.947582	2.44663	0.63931	0.499684	1.13899
0.99936	1.49904	0.948536	2.44758	0.639608	0.49968	1.13929
0.999354	1.49903	0.949501	2.44853	0.639906	0.499677	1.13958
0.999347	1.49902	0.950476	2.4495	0.640204	0.499674	1.13988
0.999341	1.49901	0.95146	2.45047	0.6405	0.499671	1.14017
0.999336	1.499	0.952453	2.45146	0.640796	0.499668	1.14046
0.999331	1.499	0.953452	2.45245	0.64109	0.499666	1.14076
0.999328	1.49899	0.954458	2.45345	0.641384	0.499664	1.14105
0.999326	1.49899	0.955467	2.45446	0.641676	0.499663	1.14134
0.999326	1.49899	0.956478	2.45547	0.641968	0.499663	1.14163
0.999327	1.49899	0.95749	2.45648	0.642259	0.499663	1.14192
0.99933	1.49899	0.958497	2.45749	0.642547	0.499665	1.14221
0.999334	1.499	0.959499	2.4585	0.642836	0.499667	1.1425
0.99934	1.49901	0.960493	2.4595	0.643122	0.49967	1.14279
0.999349	1.49902	0.961477	2.4605	0.643407	0.499674	1.14308
0.999358	1.49904	0.962446	2.46148	0.643689	0.499679	1.14337
0.99937	1.49905	0.9634	2.46245	0.643968	0.499685	1.14365
0.999383	1.49907	0.964336	2.46341	0.644244	0.499691	1.14394
0.999397	1.4991	0.965251	2.46435	0.644515	0.499699	1.14421
0.999413	1.49912	0.966142	2.46526	0.64478	0.499707	1.14449
0.99943	1.49915	0.967009	2.46615	0.645037	0.499715	1.14475
0.999448	1.49917	0.96785	2.46702	0.645286	0.499724	1.14501
0.999467	1.4992	0.968664	2.46786	0.645526	0.499734	1.14526
0.999487	1.49923	0.969447	2.46868	0.645755	0.499744	1.1455
0.999508	1.49926	0.970201	2.46946	0.645971	0.499754	1.14573
0.99953	1.49929	0.970922	2.47022	0.646174	0.499765	1.14594
0.999552	1.49933	0.971611	2.47094	0.646362	0.499776	1.14614
0.999575	1.49936	0.972265	2.47163	0.646534	0.499788	1.14632
0.999599	1.4994	0.972885	2.47228	0.646691	0.499799	1.14649
0.999623	1.49943	0.973469	2.4729	0.646831	0.499812	1.14664
0.999648	1.49947	0.974015	2.47349	0.646953	0.499824	1.14678
0.999674	1.49951	0.974523	2.47403	0.647059	0.499837	1.1469
0.999701	1.49955	0.974992	2.47454	0.647148	0.49985	1.147
0.999729	1.49959	0.97542	2.47501	0.647221	0.499864	1.14709
0.999757	1.49964	0.975806	2.47544	0.647279	0.499879	1.14716
0.999787	1.49968	0.976148	2.47583	0.647321	0.499893	1.14721
0.999818	1.49973	0.976445	2.47617	0.647349	0.499909	1.14726
0.999849	1.49977	0.976696	2.47647	0.647365	0.499925	1.14729
0.999882	1.49982	0.976897	2.47672	0.647367	0.499941	1.14731
0.999916	1.49987	0.977049	2.47692	0.647359	0.499958	1.14732
0.99995	1.49993	0.977149	2.47708	0.64734	0.499975	1.14732
0.999986	1.49998	0.977197	2.47718	0.647313	0.499993	1.14731
1.00002	1.50003	0.977193	2.47723	0.647279	0.500011	1.14729
1.00006	1.50009	0.977133	2.47722	0.647237	0.500029	1.14727
1.00009	1.50014	0.97702	2.47716	0.64719	0.500047	1.14724
1.00013	1.50019	0.976854	2.47705	0.647141	0.500064	1.14721
1.00016	1.50024	0.976635	2.47688	0.647089	0.500081	1.14717
1.0002	1.50029	0.976365	2.47666	0.647036	0.500098	1.14713
1.00023	1.50034	0.976048	2.47639	0.646985	0.500114	1.1471
1.00026	1.50039	0.975684	2.47607	0.646936	0.500128	1.14706
1.00028	1.50043	0.975278	2.4757	0.64689	0.500142	1.14703
1.00031	1.50046	0.974835	2.4753	0.646849	0.500154	1.147
1.00033	1.50049	0.974358	2.47485	0.646814	0.500164	1.14698
1.00035	1.50052	0.973852	2.47437	0.646785	0.500173	1.14696
1.00036	1.50054	0.973323	2.47386	0.646763	0.500179	1.14694
1.00037	1.50055	0.972777	2.47333	0.646746	0.500184	1.14693
1.00037	1.50056	0.97222	2.47278	0.646736	0.500187	1.14692
