# Created on: Wed Jun  6 16:28:41 2018
# X	Y	Z	Vx	Vy	Vz	Fx	Fy	Fz
8.54292	3.92408	9.55949	-1.82596	-3.61129	-0.0204129	-1.68078	-0.778363	-0.528083
0.554626	10.516	6.51201	1.95882	3.61677	4.41646	0.582761	1.94162	-0.821802
12.1543	14.6377	11.0994	3.35133	0.273081	1.3419	-0.316236	0.168389	0.230666
9.29246	9.49	4.37242	6.11806	6.62385	-5.47875	0.943426	-0.716632	0.814239
9.19389	8.13952	0.409488	1.78548	3.75716	-0.342723	-1.13672	-0.976379	1.03951
7.51033	10.1932	3.55123	1.53527	4.22205	-0.397719	0.295106	1.40519	-0.317011
0.170245	2.9279	3.68649	0.696622	2.17732	-1.13126	1.06154	0.292322	-0.735208
3.40264	11.7813	14.7831	1.81719	0.467328	-1.49696	0.448278	-0.0272595	-1.12001
5.39733	6.81585	12.5366	-1.57428	-1.5925	0.566764	-0.827565	0.288736	-0.803254
10.8366	12.6781	8.66455	3.36183	-3.25942	0.682974	1.28012	-0.350997	0.985812
8.25718	11.9406	11.4021	-0.824696	2.72431	-2.53219	0.552956	0.692525	-2.14212
0.521905	9.62679	10.2834	-0.824268	-2.01903	-3.23468	0.496744	0.3776	-0.329103
2.34007	9.12975	7.03712	-1.31474	-0.075942	4.45223	0.414294	-0.42664	0.76349
6.52275	4.46054	2.86028	1.0247	-2.43882	1.18019	-0.245397	-1.10429	1.22017
4.47436	13.9966	1.67513	-0.937691	1.12843	2.70132	0.276395	0.0844556	1.24595
8.27804	12.852	14.4295	-3.7045	-0.635863	12.3254	-0.534308	0.141344	1.18854
8.38751	5.03404	14.5101	1.40706	4.61445	-4.46174	-0.0641778	1.01492	-0.488708
8.91532	9.10171	11.5559	-1.1943	-0.308808	1.69854	0.960155	0.332598	-0.122078
6.37954	10.4329	8.40315	2.46711	6.5548	5.83653	1.26488	0.000271568	-0.479903
11.0735	3.16289	3.15969	10.4058	-4.08217	-2.0561	0.61026	-0.423173	0.680333
13.586	7.48558	7.98072	-2.23969	-0.156233	0.40053	-0.599987	-0.0952319	0.896832
9.70125	3.67515	6.77123	-1.78892	4.52365	-3.86394	0.422217	1.35918	0.0904804
0.0556434	8.12174	0.624549	-0.314696	3.24784	-1.18897	0.0971731	-0.705946	-0.163021
6.2098	10.0243	1.60633	-1.69251	3.5867	-2.07022	-0.918548	-0.80698	-0.921335
4.97105	7.73114	4.25852	3.3657	-3.35565	2.85495	-2.34461	1.43801	-1.9167
8.11363	14.0996	2.19672	-6.24423	-2.59321	0.315024	0.452546	1.68385	0.188028
5.86709	7.49854	4.48437	-0.210558	-3.66013	0.655805	1.49488	0.969356	-2.04452
1.39414	6.05636	2.30225	-2.45376	-2.67235	1.46298	-2.0251	0.0177947	0.697286
12.2248	0.612186	6.4516	6.59487	-1.46544	2.37699	-0.538675	-0.340102	-1.14416
6.4555	11.42	12.8121	-2.28165	-2.92245	2.58231	0.867922	0.486618	0.0420554
10.7658	8.2722	4.76739	0.250608	-3.53812	4.95416	-1.02521	0.536547	-1.31258
6.27172	13.7482	7.46441	-0.397324	-0.81859	3.30755	0.156381	0.375104	1.23304
2.79013	13.4582	0.654191	-3.87134	-1.23471	-2.28032	0.0873571	3.37319	-2.47306
8.00552	1.28484	5.63589	1.31856	1.9408	3.94657	1.97357	0.0514399	0.686559
3.26504	3.02376	13.9237	0.845942	-1.3122	-0.713329	2.18648	0.09584	0.0297981
13.9966	0.313947	7.8363	1.47402	0.446921	3.51184	1.68185	1.01626	-0.477973
13.5651	0.704656	14.3239	-0.803124	-1.39202	3.37251	1.21816	-1.42476	-1.83997
15.0695	13.5736	7.99506	2.01412	1.43845	2.78665	1.67777	-0.128165	0.56813
7.83813	1.92695	2.16708	1.93886	-1.51635	-2.07	-0.350215	0.278283	-7.26332e-05
13.8359	6.3734	1.30966	-1.09335	-2.57504	2.40689	0.705404	0.146844	-0.228021
6.50265	11.4291	1.58242	1.19905	1.22489	-6.64622	-1.09016	-0.306371	-0.361619
3.87768	0.908041	0.255164	1.30393	1.91833	-0.982201	-0.942883	-0.926209	0.0194476
8.77638	12.6181	9.13132	5.42464	-0.595396	0.479025	0.124337	-0.493231	0.815088
11.4534	8.85304	9.6282	6.15957	-4.34895	1.77443	-1.23359	1.17884	-0.42306
2.75476	10.4061	12.6894	1.60585	-3.17496	3.37739	1.099	-0.0490995	0.690454
13.344	8.69143	4.87349	7.04366	-0.89989	-0.804207	-0.322582	-0.0853907	-0.396156
12.4295	13.2814	2.53877	-6.52959	-6.74356	0.123004	-0.602381	-1.20927	-0.740286
1.26871	0.910837	4.76088	-1.92131	-1.48515	-0.978693	0.338205	2.25484	0.245032
8.45505	3.68939	4.19081	5.74595	4.33332	6.76274	-1.28915	0.633432	1.19039
11.0875	0.531875	0.464841	-2.30062	0.735446	-4.24882	-0.534782	0.857054	-0.679471
8.28704	4.89452	9.82231	2.28771	1.97977	2.78135	-1.71243	0.813872	0.477506
1.58538	9.13962	3.73635	-0.994509	3.22142	-2.11413	0.444206	-0.507721	1.33027
14.5741	3.2282	8.67645	2.37668	0.0927844	1.60751	0.651253	0.0895298	0.0705647
5.8787	7.41891	10.8831	2.20705	2.4969	0.780462	-0.789824	-0.901632	1.44991
10.9854	8.02711	7.82652	-1.42966	-1.01891	-7.97824	-1.03715	-0.0139849	0.687898
7.64721	4.65932	0.322151	2.80352	4.86203	3.58842	0.164076	-0.305871	0.654133
11.9934	10.6483	11.5403	1.9904	3.19871	2.15051	1.77018	-0.0567687	0.757195
11.5522	14.5215	10.0114	-4.67298	-4.27785	1.04466	-0.872878	0.128547	-0.814743
9.43369	15.0284	2.08237	-1.62273	0.48182	-10.71	-2.35927	0.24416	-0.984145
4.43719	3.32986	11.5413	1.32529	1.2472	4.64108	0.277843	-0.283152	0.0555771
5.18059	1.18464	11.7903	-0.0628974	0.786727	-2.02601	0.397352	-0.563931	-0.0500294
13.4803	13.2404	7.69196	-2.43026	-4.098	0.282015	-1.70769	0.403509	0.289698
14.5659	11.9794	11.707	0.670961	-3.68099	0.0154118	0.475719	0.709032	-0.899766
0.211075	6.33775	1.3256	2.27472	7.03556	2.44881	0.269494	-0.358607	-0.391427
4.92401	4.86786	11.9017	2.30294	2.16098	2.46098	0.889247	-0.861573	0.337554
12.2132	6.85229	1.51473	-2.7208	0.888481	-8.16037	0.383066	1.98264	1.08909
3.63212	6.69558	6.92254	-4.63305	-1.22903	-1.36644	-0.0520302	-2.95869	-1.58172
0.737138	9.53562	13.769	-0.974746	0.967695	-1.77218	-0.208893	0.99168	-0.058656
9.40536	9.35792	9.81644	2.79161	3.23239	-3.52807	-0.0349446	-0.414306	0.0770357
7.25977	3.72844	5.18946	5.60128	3.30887	-4.40908	0.19001	0.920327	0.578117
12.7878	6.82158	6.21355	-0.468409	-1.81898	-0.693904	0.778284	-1.3806	-0.609925
9.49198	3.75838	9.95015	4.922	-0.909153	-1.96501	0.852353	-0.399661	-0.0391037
13.6393	4.96161	3.90713	-3.64188	-3.88189	2.40801	1.50712	0.10657	-0.646756
7.44579	3.26218	7.87218	4.58568	0.850534	0.245241	0.232814	0.231106	1.31293
0.909797	1.99857	8.60189	-2.99684	-1.78115	0.698176	0.118855	0.752122	0.609814
11.6637	4.0534	0.586127	1.79437	6.76821	-1.10044	-1.17967	0.280761	-0.667256
0.183521	8.98567	5.63945	-2.8886	2.91263	6.55215	-0.408042	-1.54036	-1.51025
9.16726	6.1359	1.30217	2.30571	-2.49065	0.608764	-0.792894	0.598383	-0.18481
5.02033	8.35126	1.23539	1.0573	-0.204923	2.58458	-0.299486	1.0199	0.142924
11.7324	11.849	1.34527	-5.94113	4.85174	1.19555	-0.0411487	0.844701	-1.03842
11.7211	1.47561	15.0383	-1.71426	0.244688	0.315233	-1.20514	0.67188	-0.299712
1.32267	6.96766	4.21454	3.70927	-1.7223	4.71954	0.140292	0.929957	-0.0909239
5.03594	1.43795	8.75837	5.78363	-3.59502	0.676155	0.372405	0.498962	0.732748
1.10978	10.2832	2.03039	-0.99793	3.9611	-2.05566	0.27725	2.00694	0.180635
11.8159	6.7886	7.67454	2.55183	1.34559	-4.29726	0.666239	-0.0810725	1.2228
11.7612	9.32802	5.43612	4.54686	-1.85117	-0.803572	0.509308	-0.407808	-0.0195966
11.3428	10.0016	3.91998	2.20671	-3.61173	-2.40677	-0.7793	-1.24244	-1.00813
6.47728	3.73611	14.9664	0.33447	-0.164415	0.0665276	-1.72426	-1.29487	-0.666852
2.74961	5.52968	0.146923	0.578784	0.317765	-4.69815	-0.331957	0.426886	-0.578138
4.22711	13.4503	1.165	3.14071	-3.54056	-7.95884	0.722307	-0.252307	-0.697706
7.85866	0.491952	13.663	4.87428	-2.1894	0.887429	1.16632	0.550627	0.160743
7.23347	11.1441	0.62036	-5.04464	1.32315	0.881821	1.02036	-0.227139	-1.91962
12.0668	13.8214	0.010576	-1.80362	-4.12781	1.01286	1.38417	-1.00468	0.37525
3.59786	12.1779	9.80071	4.19982	1.62353	0.506446	1.26892	-0.841695	-1.04278
5.16959	14.229	1.06375	0.980881	1.35222	-4.06319	2.14584	0.314752	-0.211732
14.6123	14.9689	10.3034	1.06705	7.67077	-3.86858	0.718134	0.0128287	0.357526
7.20772	13.5956	5.72066	4.36057	-5.26033	-0.600849	1.45776	1.29479	-1.42035
0.984206	2.16669	1.12486	-2.48292	7.33509	-0.512746	1.77522	0.679876	0.295694
12.4286	10.717	1.12003	-1.39976	-0.619535	-0.497894	0.0310832	-0.0986672	-1.57452
13.5123	4.06929	14.2087	-1.54322	3.79009	-1.49625	1.60908	-0.0325444	-0.781128
13.298	14.9285	6.64339	-0.978082	1.20872	0.488261	0.107465	-1.39367	-0.193349
3.31073	12.7176	6.79665	4.74098	-6.53728	0.80933	0.116889	0.865309	1.02951
2.51317	5.01593	5.91906	3.3544	1.06988	-3.1989	-0.221715	0.270871	-0.630421
9.25155	8.02459	2.80929	1.18167	-0.695311	4.92895	-0.110426	0.119357	-0.262898
13.4936	7.32967	13.1258	-0.511049	0.772311	-2.3878	1.17754	-1.47278	-0.939681
1.62657	1.14334	1.45684	-1.55729	3.94452	-3.94051	0.805299	-0.272269	0.493186
3.35348	7.01256	14.9357	0.053413	-0.642562	-3.79468	0.378858	-1.26807	-1.73562
3.94986	4.41307	10.0207	-0.493928	-0.931264	5.67426	0.25803	-0.175997	0.850259
8.09664	9.09604	7.89768	-6.62932	-2.96022	3.86331	0.308247	0.00759248	-0.557618
13.9095	9.05438	11.99	-3.02625	-6.7729	-1.4649	0.57687	0.606785	-1.37025
1.57099	12.7088	11.6314	1.65527	7.37219	-6.37027	-0.618123	-0.320932	-0.154548
14.7608	11.8599	0.0234967	1.63172	2.57614	-3.95406	-1.26026	0.581528	-0.802067
3.64809	7.64631	9.99583	2.05083	-0.976626	-1.33884	0.788824	1.38777	1.37104
3.59708	11.8153	1.33769	1.00496	2.17316	-0.0762925	-0.341019	-1.37331	0.0653128
6.19004	11.4143	11.1212	-7.23626	-0.0659298	-3.1167	0.496695	-0.0952719	-0.0491547
3.19205	10.8793	7.67118	3.5875	4.95014	-4.44214	1.81946	-0.384468	-0.846321
9.8287	10.0525	13.2021	-1.65139	0.957049	2.3072	1.47273	-0.169042	0.331688
11.2154	4.0702	2.9234	1.04431	4.55182	0.493134	0.128568	-0.306758	-0.0693515
14.2191	11.7038	3.37476	1.53045	-5.0473	-3.82771	-0.832792	-0.00845795	-0.231581
6.25626	0.779092	10.1364	-5.27844	-0.0696089	0.114945	-0.357257	-0.731582	1.18135
7.58528	9.32822	6.45995	-5.23857	-1.13698	0.948325	0.352067	0.84041	-0.257545
13.5922	3.19948	0.143433	4.45759	5.85534	2.16715	0.903863	-0.638742	1.36186
13.3536	12.1417	9.92738	-0.53858	3.85648	5.43014	-0.384449	0.355791	0.961351
13.3754	9.05191	0.983595	6.66316	-1.67751	-1.37605	-1.44978	0.385439	-0.793524
3.21261	12.8369	11.5287	-5.50766	1.39751	-2.63448	1.57506	-1.06776	0.713296
6.13056	10.8347	13.4525	-1.00398	0.176673	0.561355	0.765847	0.1186	0.492079
14.6926	5.05398	13.5859	0.359085	1.92605	-4.60283	0.159572	0.251721	0.50537
12.5786	5.13993	2.59068	1.73216	1.53531	4.43494	-0.389294	-1.09431	-0.276669
6.56457	8.42035	8.3029	1.83772	1.98245	-1.2511	0.212913	0.605873	-0.98383
2.73742	5.00811	8.29796	-0.530878	2.45144	-1.15813	-0.901268	1.45913	-0.216325
5.38408	5.46207	13.0278	0.244835	3.88856	-1.04792	-0.681712	-0.526925	0.950345
13.0622	3.32425	13.2317	1.49323	-3.26827	-0.483947	-0.426943	0.197977	-0.862915
12.2105	4.1153	5.13065	-0.118104	1.85533	2.3986	-2.93933	-0.7339	0.971271
3.42095	14.6804	14.435	-1.1434	-2.52615	-0.376407	-0.375067	-0.819195	-0.301301
13.1546	8.37996	2.25869	-1.38417	1.70443	-0.753846	-2.03794	0.060954	-0.439673
6.47377	4.66694	8.69725	1.69963	-0.471406	-0.0112866	1.60161	0.853509	0.179467
7.46646	13.5744	9.35359	2.3197	3.71301	-4.5098	0.460237	1.21922	0.907347
8.18334	6.23996	2.45639	1.59933	-3.44257	-2.56005	-0.241573	0.663523	0.942186
12.9238	2.11971	1.30975	2.15714	1.45836	1.17946	0.353629	1.52699	-0.334919
7.56794	5.65629	5.52372	-2.05583	-4.29233	4.40617	0.70145	0.628106	0.414525
0.562432	5.60461	12.6556	-2.67081	0.879564	-0.354408	-0.88485	-0.484034	-0.560437
5.5843	2.36309	0.691205	2.46509	2.61943	-1.62225	1.6598	2.32431	-0.772829
0.161318	2.30177	6.01963	-1.62207	-4.7353	-4.44405	0.886874	-0.0531623	0.0849335
8.64312	11.8643	4.87649	0.685098	-0.539673	1.52362	0.230419	-0.14448	-0.22524
7.44504	8.43142	5.93845	7.2123	-2.79205	1.39654	-0.139727	-0.445503	0.162098
3.0607	3.7541	3.06062	0.526712	-0.786562	3.08536	-1.97586	-1.13461	0.850001
11.5038	7.93744	10.5235	1.12683	-7.03367	-0.483195	-1.58052	-1.21179	1.23225
3.98502	4.45965	2.73251	-2.88245	3.06134	3.1462	2.08926	0.344263	0.924701
0.215817	11.7648	14.9469	0.0566126	2.2172	7.26751	-0.434908	-0.573937	-2.01531
0.782824	13.8056	11.0286	-1.68941	-2.53337	-2.55056	-0.949747	-0.578606	-0.0133991
13.0092	11.981	4.78521	0.742808	1.90223	-3.52477	0.00446114	0.746368	1.1137
7.9074	7.04589	11.7068	-3.02867	-8.85781	1.47023	-1.12811	-0.581034	1.08129
14.0219	11.3195	12.0095	-3.44971	-8.79704	2.2978	-0.058616	-0.622874	-1.24864
10.0851	12.8306	1.90412	0.734137	-1.26655	-0.12269	1.26017	-0.784038	0.0364833
3.36712	13.9496	11.5727	-2.29689	0.151974	2.2667	1.48603	1.10043	0.243182
14.7209	7.95609	7.55638	-0.167513	2.56052	0.369569	-1.06645	0.631813	-0.35892
14.2655	11.9329	8.48855	0.413319	2.13633	11.1945	0.732542	1.34073	-1.55227
7.03293	8.44375	14.0531	-1.10307	0.839232	-1.69853	-0.0849662	-0.54469	2.17744
5.34062	6.58785	5.02668	-1.39917	1.81621	2.1385	-1.22804	-1.64071	-0.662622
5.08575	5.22822	14.7446	-0.0106727	-4.42655	2.29748	-1.16613	-1.68718	-0.667589
5.5631	3.19879	8.14642	7.82055	-2.22922	1.29163	0.00864875	-0.823365	-1.25081
13.1878	2.08482	10.6058	6.61958	1.71165	4.74454	-0.83332	1.04979	-0.20652
3.85925	11.8868	1.2126	-1.95332	-4.97332	0.917401	1.18023	-1.29171	-0.704278
8.53041	2.04524	11.9197	-1.96847	-6.55701	-4.3032	0.417922	-1.07791	-0.137981
3.16749	7.49443	13.4849	1.96078	-1.09186	1.32333	-0.854427	0.132945	0.220063
15.1086	8.22505	9.56621	5.21744	-7.37578	3.1129	-1.30193	-0.386571	-1.39661
7.06831	2.03332	6.12818	2.67038	0.753598	1.94994	-0.338676	-0.253788	-1.15119
2.92976	4.95287	6.78764	-3.10339	0.339287	2.61815	0.887648	0.159282	-0.443687
10.513	14.8297	7.91126	3.25085	4.37032	-0.391564	0.136829	-0.139565	-0.0281757
9.58873	7.66079	8.99142	-5.93588	0.756746	-8.20459	1.38931	0.0329104	0.798802
14.5622	2.72926	3.65233	0.383691	0.102265	-1.70211	0.611011	0.108324	-0.200554
12.9807	13.9267	3.02406	2.99638	6.26868	0.964687	2.12664	-0.680276	0.637663
0.0572937	0.100637	7.55952	3.14626	-1.43735	1.02267	0.0488794	1.03695	-0.0823801
1.93356	8.43345	3.3209	-1.1349	-0.0144913	-0.47405	1.21447	-1.13288	-0.0848935
13.9148	1.59298	2.8163	0.646687	-1.42431	-1.91727	1.52754	0.497757	0.554246
3.05766	11.6309	6.12482	-6.99877	2.58124	1.60531	0.50264	-1.31193	-0.27443
1.87584	9.49885	12.8028	-5.20838	1.29359	1.99002	-0.290699	-0.998317	-0.662933
4.58181	0.529049	10.6676	6.48676	5.7602	2.04931	-0.392506	0.931944	-0.272583
2.44716	12.596	9.87795	-1.53653	2.77942	5.65172	-1.9361	0.428649	-1.30889
0.918046	7.04997	9.20555	-3.75664	-1.89895	4.46881	-1.19813	0.219642	-0.0802644
5.64008	14.327	6.54988	-3.59875	6.57287	-5.52653	0.0762373	0.854118	0.37433
7.90551	5.47958	4.32657	-3.01204	-1.20942	4.46471	1.10966	1.01043	-0.679115
8.10474	0.441274	13.4435	-0.25625	-3.22358	4.15824	1.86859	0.55734	-0.786226
7.61595	1.25041	2.7337	-2.08276	2.6291	-1.55641	0.282986	-0.439457	0.72235
9.55185	2.66294	3.83085	-1.49439	-4.31702	-5.80236	-0.136917	-1.78544	-0.289084
12.7673	0.146307	2.19262	1.34733	-4.44339	-2.81131	-0.957206	-0.539494	-0.138367
8.85435	14.697	7.91294	1.45791	-0.656114	1.3531	-0.50305	-1.53989	-0.621573
9.96625	12.387	5.17206	-5.18713	1.94737	3.6189	0.204352	-1.64054	1.07594
6.35101	13.8996	9.53878	-3.53319	0.184924	-2.05867	-0.901978	-0.136041	0.412954
2.54443	14.2787	6.44734	6.47856	-1.06756	5.57899	0.721247	1.25081	0.286384
2.3605	3.73397	14.8709	-1.1645	3.41154	-0.212925	-0.555907	-0.590308	2.13966
6.84497	11.5367	2.16064	-3.78949	7.26027	2.45788	0.433492	-0.0767025	2.25974
4.80744	3.71663	8.67419	2.27239	-3.0298	1.79982	-1.09813	0.0861978	-0.29176
13.4274	14.9187	5.089	2.80381	-2.63573	2.22427	-0.17182	-0.236378	-0.0749553
10.0095	2.65324	9.41343	3.78108	5.07259	-1.86796	0.722149	0.450308	0.0671699
3.81748	11.1462	2.05188	0.347899	1.8538	2.12179	0.643712	-2.50463	1.64603
8.7547	9.60604	3.20092	-4.46588	2.94927	1.81987	0.392941	0.487965	-1.25192
9.58471	1.47998	9.72425	0.532157	2.23688	-2.22358	-0.64958	-1.37189	-0.181167
10.6923	13.6495	9.16669	3.69617	-2.39049	0.903057	0.871586	0.019044	0.793458
14.8593	12.7129	10.0091	0.973443	-4.2303	2.87645	-0.763673	0.350528	1.09442
6.73946	5.93875	2.54066	-2.20611	3.5378	5.88223	0.518894	1.90675	-0.184361
1.08322	5.32201	2.38644	6.43561	3.36533	-0.615672	-1.81726	-0.713105	0.55252
5.21118	10.3612	9.15737	-0.550707	-1.63121	-0.0676851	-0.317904	-0.0307618	0.212133
5.13798	7.7988	6.93158	-0.326922	-3.34629	5.07299	1.87686	0.0101472	-0.078284
9.33049	2.63796	8.02799	-3.16298	-4.89749	5.31945	0.0681749	-0.454788	0.272835
0.16238	9.04859	7.48521	-7.06603	4.7057	1.85238	0.405215	-0.339167	1.18987
4.37691	14.6204	8.88685	-3.18279	7.48196	0.0521189	0.408177	1.67753	-1.17905
4.8955	6.11066	14.6406	7.08517	-0.235412	2.46311	-1.4314	0.219556	-0.988866
7.59923	9.41274	11.4161	-1.56398	0.955111	-0.126408	-1.6767	0.527805	0.888467
9.35255	13.5804	4.1069	-1.57429	2.06449	1.18031	-2.37562	-0.522979	-1.06907
9.03341	6.44159	4.09625	0.566828	-0.202387	-0.66852	0.176453	-0.539799	0.2118
0.999867	4.94203	13.1154	2.01592	0.455806	5.94361	-1.3672	0.255249	0.12113
5.76507	7.61736	10.6491	-5.53035	0.608633	4.25005	-1.57153	-0.181746	0.567441
0.0972617	1.21781	10.7566	-6.62358	-0.935724	0.0237369	0.889256	-0.17773	0.310531
10.6458	6.79306	0.377454	-0.801605	0.787162	-2.22961	-1.10734	2.10903	1.07618
1.66992	14.2194	7.7649	-1.59199	-2.51286	-0.922943	-0.307199	-0.40091	0.778934
1.57971	13.1623	7.58352	1.8242	-3.1996	-2.50027	-0.800779	-0.566719	-0.180299
15.0889	9.44723	13.1938	-4.68281	3.79339	-2.66058	0.445079	0.649564	-2.51675
0.563699	8.54762	9.94778	3.29484	0.454467	5.34187	0.700691	-0.0977452	-0.557372
10.3802	3.28951	0.778371	-0.699603	-4.37387	4.45346	1.14712	0.801235	-0.682841
14.7695	13.5441	12.5897	2.77794	2.09199	1.78554	-0.535124	0.287219	-1.53044
9.5278	3.41631	2.37475	5.20834	0.377571	-3.55664	-0.187263	-0.461268	0.117069
2.66576	12.3729	5.60488	-1.35489	-2.62344	0.85691	0.0687979	-0.630971	0.298021
12.8143	1.23541	0.286904	-3.39772	0.581279	-3.26083	-0.212751	2.33198	1.36449
5.77512	5.53121	14.9468	1.35298	-1.62334	-1.47608	-0.265935	-1.09315	-0.926928
9.74602	10.5147	3.15869	-2.45866	-3.42306	0.0493144	0.508155	-0.255992	0.000805287
1.07435	12.808	15.0741	4.00366	-2.61008	-0.876396	-0.277066	1.99859	-1.07029
6.9752	2.5876	5.15631	-4.89895	0.96311	-0.312623	-0.717241	0.580175	-0.786482
14.2456	13.5776	7.89119	3.84976	4.51341	-0.513609	-0.403471	0.253515	1.25469
14.7801	4.3839	7.88129	2.94223	8.83757	0.434577	0.858704	-0.481336	0.274179
