# Created on: Wed Jun  6 16:21:54 2018
# X	Y	Z	Vx	Vy	Vz	Fx	Fy	Fz
2.99485	5.51895	8.37017	-3.82638	-2.00316	1.36419	0.332533	-0.020217	1.44329
0.584057	6.14529	10.0593	3.27258	-2.78092	-6.02088	-0.279471	-0.379453	-0.31307
9.99594	3.54486	4.71039	0.479061	-2.12831	1.67639	0.0467271	-1.0801	1.55702
5.35475	10.7359	7.74778	3.68104	-2.92563	-2.30661	1.72607	-0.19256	-0.0825708
10.7451	0.334873	2.23503	2.47652	-2.5507	3.53785	0.203072	-1.16181	-0.72486
7.24366	7.16691	4.49156	5.26808	-0.408123	4.57073	0.992539	-1.04573	0.580039
1.54189	11.1859	7.58303	3.35507	-5.34676	-1.79846	-0.131884	-0.911075	-0.470437
6.72943	9.92676	7.35365	1.86067	1.02573	-1.84276	0.303871	0.636403	0.190261
2.10137	9.68728	2.63575	-4.14187	2.88494	5.67422	-0.332964	-0.849478	1.02667
10.0441	5.88839	12.41	-2.82109	-3.4555	-0.529518	-0.298014	0.849953	-0.0387356
11.9421	4.71858	4.71175	1.89196	0.894274	0.774947	-1.3248	-0.0473468	-1.03874
11.0928	5.01037	9.71732	-4.90692	2.35979	4.07097	-0.0095583	-0.359956	-1.23947
8.20751	2.43885	10.7062	1.04519	-2.19526	-0.232713	1.2061	-1.22607	-1.30937
11.6065	7.69742	6.43615	1.64207	-1.8441	3.29566	0.356199	0.430506	-0.626722
9.32703	10.1428	5.48993	-4.16043	-1.38326	3.7905	0.695313	1.19134	0.133965
7.94465	10.3278	10.789	2.50318	3.85776	0.335507	-0.900704	1.24169	0.299194
11.6981	5.95866	1.68071	7.14046	12.0321	-0.67336	-0.791542	-0.886641	-0.505929
6.07194	7.25811	5.0151	0.74457	4.57318	5.43379	-1.3905	0.924663	0.569803
6.61936	6.3427	7.743	-1.86571	-0.191362	-0.942927	0.0647343	0.696081	1.26497
12.4101	1.57886	8.65176	-3.50406	0.220684	6.01107	-0.40114	-0.0951462	1.96002
2.57423	5.85652	4.19281	7.48285	-3.38847	-0.322471	1.39178	-1.22355	0.618789
8.67705	9.40613	5.27186	1.37219	0.626532	-0.325188	-1.01456	-0.0891357	-0.614504
7.00387	11.29	4.96622	6.34857	-4.14497	-6.14348	0.420428	-0.57808	2.32655
1.43448	11.8893	3.22703	0.714092	1.59162	-0.382731	-0.875883	0.767232	0.308023
5.91242	0.933136	12.3048	-0.872537	-6.57707	-7.54099	0.671401	-1.59744	-0.579279
2.66651	1.12591	2.20061	2.1948	-2.90826	-4.54026	0.0388351	0.310594	0.753104
10.0488	4.63469	9.52465	0.0537775	-5.06674	0.82817	0.345329	-0.27875	-0.63053
7.71712	0.620295	8.26737	1.89404	3.54977	3.17679	-0.663631	0.330824	-0.952732
8.9244	8.12582	12.3468	3.16696	2.98155	8.33061	-0.597879	1.49386	-0.0969808
9.55951	7.83673	2.06264	-1.00462	4.04172	-0.872204	0.877899	1.09447	1.22104
0.808637	3.25737	11.2567	-1.32583	0.66708	-3.37495	-0.442869	-1.3515	0.424052
11.7942	6.64665	9.64605	0.823091	0.131948	-5.27016	-0.145126	-1.15535	0.0553503
8.86514	7.55811	8.3122	1.38776	1.84286	-4.09358	-0.742213	-1.20811	-0.251225
12.5241	8.11785	7.57334	-4.32972	-7.11573	0.83148	1.41826	0.0658503	0.014376
9.90774	11.907	11.1184	-5.75134	-9.07045	4.12953	0.168764	1.7672	1.23164
9.18543	6.94807	10.3619	-2.25003	-1.94891	-0.859322	1.19173	-0.78512	-0.320291
1.35978	2.45	10.5106	-0.0447341	3.7075	2.88734	0.450422	-1.0688	-0.307145
7.42533	2.53072	11.0035	-2.90882	1.02052	2.30776	-1.64434	-1.01927	0.49776
8.61231	2.20696	4.05185	-2.34926	-1.11927	-2.28277	0.237289	-0.923229	0.0259967
11.962	9.34624	9.44387	2.52551	1.96964	-1.294	0.266401	0.473621	-1.25178
6.88947	4.76057	4.23161	3.69536	4.48589	4.89655	0.693062	1.76538	0.464077
8.1253	11.4033	1.29179	5.32531	-2.02648	3.63596	0.232512	-0.620304	0.561929
10.5103	11.5413	8.73087	0.0919494	4.28158	3.63942	0.105019	-1.01696	0.771793
7.33497	4.73014	8.99378	-0.156455	-2.56531	-1.09544	0.198252	2.00699	0.296995
6.80194	4.41915	4.0656	4.5416	4.30882	-2.04215	0.578137	1.5124	-0.237015
2.60884	10.7409	7.77535	2.83511	-1.08315	0.0340851	0.826677	-1.39621	0.913535
7.62423	3.56814	6.86623	1.63546	2.76186	3.82133	1.79985	-2.51752	-2.49185
3.45816	12.0147	2.6222	-4.75074	-2.62896	-2.82005	-0.545527	-0.25609	-0.0517667
2.44712	3.14737	7.75249	3.82933	-1.56063	2.1294	0.751485	0.116627	0.460295
10.0339	7.935	8.46767	0.263837	-3.82407	7.0392	0.596566	-0.400469	1.1671
8.69549	0.437097	8.35509	4.52667	-0.894404	3.18591	0.780321	0.540077	-0.757155
9.75556	8.07348	12.1587	0.585256	7.53868	4.00264	0.919724	0.367248	-0.0486979
0.344987	6.43478	3.59948	-2.8343	-7.60297	1.49933	1.04302	-1.47215	0.904318
12.5037	5.40202	1.20926	-2.17842	-0.988923	-0.205828	-0.118184	-1.64745	0.630766
8.96949	5.91632	10.2951	5.04401	1.88093	-2.98348	-0.219978	-0.663822	0.386821
8.43933	0.798131	6.22447	0.361233	5.35134	4.41542	-0.171148	-0.240358	0.833705
0.340032	1.03265	5.49496	2.01741	1.40338	-3.6535	1.62617	0.350246	0.218204
6.39515	5.49207	11.4681	-3.78697	1.27002	1.42332	0.460067	-0.223643	-1.26449
2.35244	7.33857	7.28186	2.95607	1.06466	-2.60432	1.30991	0.764801	-1.08334
6.85032	0.254632	5.3918	1.65694	2.92383	-3.33355	1.72338	1.16797	1.08446
0.0873758	2.12949	1.15313	-3.73483	4.78691	-0.511203	0.314874	0.435496	0.616782
1.32246	1.66508	4.79799	-1.05806	0.38338	-0.139872	0.518408	0.964973	-0.170204
9.12445	2.27509	8.44267	-5.72504	-1.05677	-0.433752	0.37299	-1.12053	-0.693315
3.935	12.3319	11.4736	4.99074	0.969261	-4.07147	0.312608	-0.433832	0.747308
11.1837	2.22957	6.25732	1.24735	-1.33202	0.277709	-1.20875	0.884913	0.290978
10.5488	0.411734	1.33055	2.93665	3.17511	-1.3878	-1.02294	-1.33097	-1.95865
9.9977	5.43734	3.61924	0.612473	-0.995209	6.03255	1.16251	-0.846988	-2.06242
5.34057	6.51868	5.28997	-4.51945	1.4274	1.3076	-0.103412	0.165924	1.11285
7.55563	4.94423	5.55397	-3.42234	-0.426514	5.1395	-0.28731	-0.142497	0.281199
3.94574	0.307764	7.24028	3.80738	4.79555	-5.50456	0.00589651	0.912811	-0.988525
5.43197	10.0404	6.06431	-2.63148	-2.43399	1.87203	0.628132	0.300203	-0.479537
0.481149	10.8217	3.3995	-3.33597	2.49974	6.92686	-0.80376	-0.205303	-0.762067
8.7258	6.61685	4.52089	-8.80236	-1.78083	4.88745	-0.177413	0.735097	0.931873
11.0977	0.161992	7.04107	2.29201	-2.02093	-6.00365	0.353677	0.140458	-0.527368
7.63069	2.97979	4.22096	0.541405	0.193803	1.46791	0.899082	-0.364764	0.155962
8.57207	7.14134	1.39648	1.05688	0.253867	-4.66873	0.108288	0.435114	-1.08394
5.14997	2.9842	6.48583	-1.68481	-0.2082	-3.61521	-0.580303	-0.438407	-0.0506723
5.01083	6.27348	9.50919	0.86191	2.42344	5.87372	0.0514931	-3.27357	0.499113
4.88983	2.92859	8.07943	9.58745	-1.55399	-0.529575	-0.167819	1.30826	-0.214507
7.99461	2.4075	11.048	4.46566	3.41289	4.53066	0.616134	-1.10679	0.374218
8.07706	4.56911	10.1524	-4.88341	-2.10612	-3.98503	0.656837	0.887727	0.559563
1.40592	3.39968	6.92058	0.0260862	-6.68036	0.469094	0.281805	-0.102296	-1.54388
2.14144	4.15175	12.3632	-0.45899	0.663298	-1.9526	-0.399551	-0.334086	-0.284869
6.87368	7.88969	11.12	-3.23248	0.694076	-1.34667	0.0281134	0.501604	0.446368
9.39017	3.77281	4.41863	1.00201	1.75837	-1.15041	-2.35953	0.333793	-0.171494
9.09503	7.24563	4.99313	-1.59502	-1.29112	-0.81461	-0.735571	1.22696	0.712889
4.38186	2.1631	9.25575	-2.27665	-2.50336	5.37262	-1.66597	0.482811	0.304267
2.20285	10.712	11.2907	-1.75682	-1.66302	-0.357298	-0.282665	0.72648	-1.65927
9.90606	2.3401	10.1055	5.34516	-4.07268	5.28589	0.544643	-0.60589	-0.0193204
1.5346	12.1803	9.21239	-2.24621	2.10754	-2.01041	-0.651164	0.578063	0.96304
3.83454	1.39942	0.881774	1.16423	-2.847	5.73372	0.995678	-1.68599	0.290111
8.12102	6.16194	3.82574	-2.24975	4.11229	1.31303	-1.4348	0.849945	-0.475656
4.16027	1.9859	4.25532	3.78941	-2.89232	-5.82727	-1.23507	0.113191	-2.47494
7.70396	9.12118	10.4903	-4.12959	3.28879	-0.508456	-0.86636	0.0567591	-0.297865
11.035	6.58183	11.4617	1.9363	0.734231	3.91959	-1.06496	0.648317	-0.499747
10.7787	10.5408	6.51899	-0.598752	-1.96654	0.407783	-1.33787	0.260861	0.211
11.8316	0.867181	2.43989	-2.09873	2.98991	-1.71169	0.883058	-0.0953241	-1.04029
5.35498	7.34803	7.23059	-3.27693	2.87265	6.23009	-0.035374	0.949099	-0.636691
4.37487	2.77937	7.84167	0.915421	-3.07625	8.01204	-0.270789	0.728604	-0.109479
0.245513	1.37615	3.18285	1.68176	-5.49802	0.750082	2.01518	0.753384	-0.329805
2.86325	4.20512	0.438321	-0.786335	0.631709	1.41439	0.861694	-1.56905	0.801835
12.0149	11.3399	6.92979	-0.845562	4.54902	-0.592596	-0.116404	0.0601244	0.320248
9.57362	5.56601	10.16	-4.22891	-0.393527	-0.122059	-0.00332168	0.466552	0.353392
9.79181	6.33309	5.12696	-0.50466	2.48614	6.13104	-0.936023	-0.0605284	1.05795
4.8471	11.5775	2.89343	-1.42437	0.262771	-0.381211	-0.00466833	-1.22183	-0.295035
0.690911	6.37836	8.42703	5.03151	-0.582803	-3.80751	0.290853	-0.202686	1.05293
1.21592	7.61499	9.38434	-1.64033	-1.16943	0.36834	0.56831	0.574588	-0.104487
4.08509	0.053756	10.772	0.366704	0.657458	1.46971	-1.0047	-0.112103	0.705673
10.1307	5.30223	12.3562	4.46646	3.86532	2.43714	0.34082	-0.799651	-0.332338
10.0946	11.4586	10.371	0.603363	-1.27478	0.337582	1.41922	0.208849	-1.87617
7.2537	3.65015	2.4589	4.1616	1.63657	-1.02985	1.54417	-0.252351	-0.615905
6.48927	10.3649	11.7365	7.25934	-1.82803	2.93324	0.596737	0.387433	0.171202
2.71251	6.9233	12.4097	-3.66558	-0.559235	1.65163	0.126402	0.265588	-1.30859
11.471	0.769715	0.734914	-5.45711	-0.568188	-1.43609	0.662105	-0.168326	-1.55107
0.327474	3.77724	6.04544	0.631543	-0.542376	4.60136	1.93591	-1.3921	0.440462
5.523	11.9399	11.5124	-1.09594	-2.65335	5.4639	0.513409	0.482083	2.01715
8.36456	5.21675	4.4416	3.41801	1.14379	-3.02123	0.329109	-1.14116	1.47693
6.98662	2.41174	7.41966	-4.12397	-2.18692	2.45888	0.391519	-0.699366	-0.684659
6.61546	10.4601	10.8959	-1.25571	-1.54333	4.22291	0.705921	0.0899135	-1.43551
10.8062	7.47897	1.19128	-2.30494	-3.12469	-9.20019	0.828329	0.0432249	-0.132561
1.24085	5.60859	1.37369	-6.19157	3.50117	-4.15887	0.286572	-0.502259	0.302886
0.692136	1.09847	6.06251	3.35594	-1.31191	-1.55936	1.05642	0.133657	0.646542
1.31935	8.22297	12.5371	-1.7737	-1.716	-2.02729	0.675346	-0.818199	-1.07358
9.95106	0.879551	3.20648	5.13259	4.97826	2.98986	-1.13548	0.596259	1.33385
6.54201	9.76644	4.89904	5.11053	1.1724	-0.48847	-0.731045	-1.25574	0.840674
2.22506	11.1306	5.50957	-2.91185	0.5256	3.47249	0.176038	-0.124732	1.00675
4.04538	10.5399	11.1141	-0.258203	-4.07308	0.858681	-0.555307	-1.16944	-0.0100748
9.13096	11.8081	12.0873	1.59568	-2.55612	0.779365	-0.345201	0.0628734	-1.13382
9.93292	8.77756	6.20436	-0.425285	3.31076	-4.62328	0.556636	0.279692	0.0620736
3.30952	10.8222	6.28248	6.32519	-6.34671	1.14837	-0.178983	0.582907	0.203831
2.57068	0.617613	1.92859	-4.44134	-4.9552	1.21393	0.0666041	-1.63172	-0.903178
9.56049	1.86541	0.468097	3.12357	4.91863	1.04428	0.00089879	-0.190254	0.528822
3.23462	10.1979	6.74445	-2.80638	2.47084	3.67861	0.656345	-0.837341	0.278427
5.52401	8.94862	4.0629	1.23584	-4.89885	-3.55038	0.0191554	-0.808077	0.157891
10.8683	12.2577	2.47421	-1.19345	2.22866	0.724884	0.429016	-2.60556	-0.321441
10.5079	2.78322	2.92722	-0.803907	1.27948	0.160342	0.204545	0.480756	-1.39716
5.21933	2.42063	0.423585	0.4833	3.83038	-3.04749	1.61722	0.766571	-0.436096
3.0283	8.60864	10.0312	-2.50029	3.88863	-0.84168	0.0438076	-1.84577	0.0614843
4.04083	5.19958	5.17299	4.88717	4.19455	-1.33437	-0.592421	0.527755	-0.294975
4.54101	1.09495	2.60154	-2.01165	3.11501	-0.808155	-0.0120972	-0.0467541	0.527613
1.74596	0.781776	7.44846	0.724736	2.30688	-1.52976	1.13852	1.6992	-0.541267
12.2812	4.14935	10.9507	-2.39327	4.11817	6.00538	-1.07774	-0.276735	-0.195833
4.86826	6.65102	4.85776	-1.12226	-0.583551	6.13366	-0.517513	0.441913	-0.422275
12.0405	7.29921	4.21084	-0.777243	2.48708	-6.55292	-0.226106	1.63347	0.146677
8.7812	9.45484	5.86903	-1.76719	-0.645193	1.1001	-0.509453	-0.261717	0.609572
7.6632	12.1272	9.35071	-1.19168	-2.8758	-6.27912	-0.558489	-1.02264	1.26244
7.59536	6.50425	2.21753	-4.3535	1.26189	-1.48439	-2.13837	1.83091	1.66105
10.513	10.2533	3.1189	2.30158	-3.07716	-2.28916	0.0861277	1.00371	-0.912069
10.5901	12.5738	7.88554	2.16379	-3.13592	0.774822	0.222646	0.88146	-0.299082
2.01401	7.97197	5.19716	4.36563	-0.0166164	2.02238	-0.228562	0.281065	-0.36631
1.81346	11.7297	7.77203	-2.17344	1.68947	-2.016	0.268222	-0.379422	0.654907
2.0185	8.98871	11.6375	1.40115	-6.50409	-3.56526	0.757136	-1.40523	-0.813794
11.6143	6.485	11.7124	4.35022	2.72583	2.76849	1.29323	-0.971718	0.461124
7.8722	3.8409	10.9754	-5.11192	-1.34142	-1.84715	1.27955	1.59923	0.980521
0.359363	7.50449	9.43028	0.548275	-1.98842	2.765	0.837792	0.0547748	-0.495619
2.07517	8.68987	10.3724	0.410776	8.62383	-4.7799	-0.687053	-1.30761	0.396184
9.595	9.78256	4.23566	-0.709025	1.39418	0.0938912	-0.446967	1.10425	-0.122449
1.83744	5.33096	5.30613	-2.00834	7.55648	2.08072	1.44821	-0.482415	-0.902547
0.0986379	6.68175	4.60266	-1.47507	6.76719	-3.9092	1.97746	-0.51482	1.27403
2.70024	11.3696	4.5079	2.28479	2.01485	-2.28271	-0.0991936	-0.380399	-0.209848
6.03724	0.0427762	6.67691	-5.51003	-1.65759	-0.136709	-1.2672	-2.08201	-1.01258
4.53209	9.30053	7.9396	-0.485231	-0.750149	-0.0715646	-0.467432	-1.37378	-0.610205
7.6786	2.28801	7.55708	1.35807	1.44231	-0.997504	1.10326	-0.981552	-0.834588
8.21546	9.85275	2.05101	-3.6309	-3.9346	-0.881773	0.00860753	0.001357	0.165602
9.89061	9.78965	1.19073	-2.43528	0.922484	0.193484	0.989973	0.194058	-0.228323
12.3489	3.19283	6.43136	3.60003	1.27667	-6.91848	-0.323076	-1.20718	-0.130219
1.82054	0.726171	2.26421	2.74988	-2.93908	-6.2881	-1.93873	0.724971	0.302996
10.3127	12.3187	3.61988	-1.91465	3.1594	3.42782	-0.305867	-1.47958	0.706528
1.57094	5.32555	6.59105	3.27815	-1.82277	1.65628	0.432891	-1.06413	0.173669
9.56261	10.6133	0.571226	0.0972869	-2.44965	-2.95908	0.273995	0.486462	-0.914417
3.9271	8.2312	10.8522	-0.981336	-1.41488	0.680702	0.0831558	-0.108448	0.772492
3.65347	12.3117	9.62523	-2.15546	1.193	-1.00569	-1.82839	-1.13366	0.521861
5.17062	0.469628	7.34675	1.16493	-0.819385	-7.11745	-2.70832	-1.26961	0.381133
10.0927	0.634506	2.69218	-0.928528	2.67878	0.813741	-1.72966	0.133883	-0.143415
4.90869	11.1684	10.8299	-0.57404	4.98706	-1.20521	0.126019	-0.929246	0.605666
11.0576	6.71712	7.704	1.94444	0.205863	-0.154116	-0.727455	0.973337	1.70558
10.2457	10.7275	10.7546	-0.754513	-2.99572	0.0388219	1.83043	-1.45456	0.750098
2.46689	10.6662	12.0697	6.04168	-3.17865	-3.56393	-0.12064	0.410879	0.741171
1.89081	5.54504	5.74765	1.11914	-2.69535	0.0897552	1.54978	-0.165787	-0.627063
10.9562	1.19707	6.58271	-3.16675	-3.64283	1.03556	-0.1732	0.295508	1.26598
5.3037	1.93666	0.826985	-0.717772	0.804158	-2.91149	0.760933	-1.35811	1.70908
9.13432	0.480926	0.561517	-2.65253	1.11752	-4.45303	0.469335	-0.334971	0.245603
10.8005	9.31035	1.19872	0.240193	-0.502551	-6.31597	0.846668	0.111247	0.306479
8.26193	7.1168	0.227372	0.120556	-2.65566	-1.92664	-0.113762	-0.513089	0.0787135
5.37477	0.0179019	4.80455	0.806224	3.1956	-3.7456	-0.937267	-0.287009	2.0069
7.08044	11.9107	11.4073	3.13709	-0.732761	1.66288	0.800502	0.456699	-0.968476
5.5401	3.98458	8.21669	-0.394897	-4.75952	-0.0692568	-2.315	1.01408	-0.36701
7.783	4.93467	9.42018	3.25918	-2.53443	-2.77898	0.728721	1.84031	0.0130264
4.00085	4.38846	10.2574	-2.61971	6.71142	-0.267781	-0.469091	0.442434	-0.458704
7.53218	6.69377	11.5296	-1.90282	4.56778	-5.49643	-0.0263471	-0.78489	-0.965045
5.43898	11.8567	4.26481	-1.64653	0.936542	-5.24322	-0.358662	-2.25619	0.109772
0.939828	12.3202	0.50646	-1.72576	5.52618	3.1459	1.10397	0.462908	0.245159
1.82409	3.54253	10.5508	-2.02977	-2.51337	0.0729351	0.468512	0.873701	-1.33391
2.5234	7.15292	1.00423	-0.98179	-0.607015	5.63594	1.16914	0.542903	0.794184
9.57078	7.67402	3.28989	-4.05961	2.1154	1.99696	-0.0785383	0.513633	0.652088
3.4844	7.71503	1.52109	0.753033	-0.623787	-2.79439	0.487632	0.496721	0.544141
11.7834	0.312043	5.46761	3.19743	-3.98907	4.13569	-0.642137	-1.78761	1.40193
6.05021	5.46539	4.2784	-0.916108	-1.4505	4.41664	-0.282104	0.0841945	1.19389
5.24244	1.81771	12.3309	5.41606	-5.8048	-5.58092	1.44064	-0.697439	-1.38477
10.5548	5.3278	9.91373	-8.41147	-3.01482	-3.97546	-0.428621	0.87947	-0.222715
1.83786	6.21939	3.15269	1.78207	-3.9647	-1.01403	1.06997	-0.601455	-0.623157
10.6618	10.213	12.2624	-1.34988	2.13579	3.79142	-0.12215	0.31999	-0.421623
6.33864	6.01879	1.71182	0.835198	0.66717	1.34229	0.48631	2.51639	0.413044
1.37504	9.77558	6.22728	-0.938248	-1.99099	1.31168	-1.18043	-0.683392	-0.131788
1.78269	11.2283	3.4163	1.92019	-0.245061	3.95621	0.305203	-1.9902	0.65103
6.27918	4.02861	11.2141	4.25076	-0.241918	0.0804598	-1.66677	0.190981	0.248508
0.732366	6.91094	7.38979	1.75549	3.18222	-4.20583	0.0219347	1.05701	0.204313
0.543423	3.70764	0.269915	-0.858489	-2.18882	2.4397	-0.831591	0.224565	1.2333
1.39134	11.7863	2.24838	2.94885	5.06452	-0.212458	-0.35339	-0.78266	-1.35262
12.0916	9.45788	5.77235	4.61856	-3.28293	-0.0329605	1.22619	-0.158449	0.853281
7.97974	4.74686	2.26581	-4.1183	-1.55044	0.973284	-0.137274	-1.77555	-0.299652
10.4868	6.64408	6.80469	-3.00073	-1.75677	7.11681	-1.53229	0.935906	-1.83161
10.1261	3.8544	4.79207	-3.20799	-4.35199	3.57699	0.58844	0.355073	1.792
0.317252	9.74877	4.27045	1.09915	-2.59628	-1.39655	1.73153	0.540034	-0.716341
4.13936	1.50806	1.77876	-1.15599	1.73987	-3.10109	0.56075	-0.474994	0.683795
8.46132	2.97116	0.785712	1.12917	3.47936	1.49126	-0.441514	0.622048	0.765309
0.582563	3.74048	8.86641	-4.46653	-1.73298	-0.807809	-1.68646	0.695564	1.33371
0.786029	10.7267	10.9866	0.590701	-2.79303	-5.39611	0.310695	0.745212	-0.752468
4.11715	6.74364	5.23937	-4.1227	1.32308	-5.44188	-1.47702	-0.229536	1.09571
5.39867	6.044	1.78625	4.11951	2.78084	-2.5734	-1.08391	2.38859	0.846586
4.37153	10.3041	4.85508	3.13391	-1.89617	2.69589	1.24879	0.262433	-0.894931
1.59075	11.0481	7.27684	0.228298	-0.47079	6.77754	0.122392	-1.07896	-1.54376
4.32315	0.552239	9.19314	-8.39677	4.66912	-6.71038	-0.616909	0.208409	-1.63154
3.11443	7.94286	2.95164	-0.226015	0.679707	-6.61535	-0.299898	0.160129	-0.127609
8.81764	0.0594728	8.21974	-4.44858	-3.959	0.916046	0.671792	-0.853755	-1.26459
6.47862	8.56092	8.7851	-5.65195	-3.27783	-2.19742	0.397431	-0.0532751	0.885784
12.2236	6.82789	1.56786	-5.0314	-1.18964	-4.46538	0.387682	0.957902	-0.979266
12.2881	9.46878	4.84658	1.62626	-1.44296	1.66741	-0.814344	-0.523749	0.862618
1.97116	3.24001	2.70322	-5.99801	0.34499	-4.2338	-1.49393	0.125234	-0.172708
5.94852	10.065	11.507	0.302209	-3.80113	-1.16777	-0.948432	-0.100508	-0.553624
6.91911	8.57085	7.54075	0.673954	4.77909	1.40295	-0.467697	-0.218616	-0.259517
8.87674	5.52601	2.20706	-2.75908	0.260879	4.71101	2.61879	-1.2013	0.00536231
6.63089	9.59525	12.5733	3.32819	-3.8493	-3.98742	0.73294	-0.661061	0.923611
6.75083	0.769989	2.72506	-3.67274	-3.64729	-4.05361	-1.00275	-0.833279	-0.859384
0.453777	3.99616	11.0398	-3.38104	-3.03748	-2.71875	0.110588	-0.452778	-1.07449
1.10109	4.9525	4.29444	-3.94959	-1.35959	-0.701162	1.11337	-0.0195986	-0.753221
11.718	1.23275	5.43679	-7.08376	-2.08355	-2.73252	-1.04873	1.6915	0.581365
5.76695	0.97016	7.15671	1.74554	2.03662	-0.37944	-1.4836	0.574168	-0.679415
2.22308	3.29975	4.60415	-3.33379	-5.19173	4.40276	-1.21026	-0.295502	-1.62111
8.48361	9.75445	10.6176	-1.14226	2.2554	-4.30663	-0.28079	0.486928	0.253881
7.17868	4.81427	7.03995	-6.70371	-1.80704	-0.686852	-0.593635	2.76081	-1.14576
1.14567	0.0413065	2.47986	3.2747	5.89663	4.04829	-0.488196	0.911404	0.252892
